finess,finessgeo,coordxet,coordyet
630000511,630781193,716025.4,6478738.5
630000529,630781227,729556.9,6525436.6
630000537,630781235,720250.5,6548583.4
630780989,630781268,709051.6,6520211.5
690793435,630781284,707597.9,6534342.5
630000552,630781326,706450.2,6520289.2
630781367,630781375,726745,6514410.2
630011534,630781409,706864.2,6519530.8
630000578,630781417,716004.7,6514379.8
630000594,630781441,709915.2,6478191.9
630000602,630781458,756724.6,6480299.8
630000628,630781474,741892.9,6517607.2
630000636,630781482,726115.4,6529777.9
630000644,630781490,743416.9,6503916.6
630000651,630781508,725678.3,6535717.2
630000669,630781516,685027.2,6564603.5
630000677,630781524,676403.4,6556780.2
630000685,630781532,719709.9,6522319.2
630000693,630781540,727240.1,6545901.9
630000701,630781557,684806.7,6509399
630000719,630781565,708191,6507762
630000727,630781573,718498.6,6484167.6
630000735,630781581,742240.6,6484513.2
630000743,630781599,729053.3,6494620.6
630000768,630781615,719408.4,6505139.4
630000776,630781623,769057.7,6481938.7
630000784,630781631,703391.3,6530854.4
630000792,630781649,674598.7,6529467.3
630007979,630781656,708425.1,6520413.7
630786275,630781706,722382.9,6519057.4
630011518,630781755,707412,6514206.6
630780989,630781771,707319,6517660.3
630786267,630781789,707955.5,6506679.7
630011534,630781805,708088.7,6521819.5
920030269,630781821,704135.1,6521702.4
630000826,630781839,705764.4,6517022.4
750719239,630783124,708768.6,6522003.4
630011534,630783280,704441.8,6519730.3
630786366,630783306,707976.6,6515544.9
630786275,630783322,706865.1,6532393.9
750050916,630783348,676440.6,6556562.2
630012177,630783355,717197,6532774.1
630786424,630783371,708824.4,6521211.3
630786275,630783397,710123.3,6521158.7
630786275,630783405,706728.4,6522504.8
630781011,630783470,708716.9,6532294.2
630780997,630783488,757808,6495073.3
630781029,630783504,742475.5,6527331.5
630780989,630783538,708954.4,6526967.3
930019229,630783553,707336.1,6517483.1
630786754,630784478,726195.2,6513615.6
630004828,630784510,705962.4,6525444.3
750057291,630784528,700826.3,6537275.8
630011203,630784544,707085.7,6541977.6
630786754,630784551,707595.6,6525820.5
630014082,630784577,708994.1,6532291
630011534,630784585,728777.3,6513227.9
630011534,630784601,719651.7,6506529.6
630786317,630784619,746484.4,6532498.8
630011534,630784627,706318.5,6520254.5
630011534,630784635,742591.6,6528597.9
630786275,630784643,713818.3,6508270.3
420787061,630784650,734276,6525404.7
630000941,630784676,729432,6525991.9
420787061,630784718,708005.5,6520326.7
630000982,630784734,708883.1,6520817.8
630000990,630784742,703890.9,6520025.7
630011963,630784759,691934.3,6547621.7
630001022,630784775,719280.7,6493369
630791242,630784783,706774.1,6520146
940004088,630784833,706763.4,6520833.2
630001030,630784841,699249,6498398.9
630001048,630784858,676095.9,6492845.4
630786275,630784890,706471.7,6532793
630786424,630784908,706800.4,6519475.7
630786275,630784916,719617.2,6493986.6
630786275,630784924,719617.2,6493986.6
630786275,630784965,734632,6524357.6
630791721,630784981,707558.2,6519801.2
630001071,630785004,741644.3,6527652.2
630791390,630785020,707501.7,6517904.8
630786317,630785079,710365.3,6518175.1
630786317,630785087,708950.8,6526967.5
750808511,630785095,708296.6,6524440.9
750808511,630785111,707992.4,6523089.7
630786473,630785269,686950.1,6562682.8
630786481,630785277,715639.6,6515075.8
420787061,630785293,707762.9,6518055.1
420787061,630785335,708460.8,6523254.7
420787061,630785343,714713.2,6514737.1
630786275,630785475,709315.9,6520825.3
630013753,630785525,706937.8,6517818.7
630780989,630785640,707084,6517948.2
630001170,630785657,705474.4,6519015
630786275,630785673,713743.7,6508314.9
630007938,630785681,710375.3,6518572
630791226,630785699,710652.8,6521015.4
630013746,630785731,736870.5,6540689.6
630013506,630785749,686082.8,6547823.2
630001188,630785756,707394.3,6517325.2
630786267,630785772,707955.5,6506679.7
630786275,630785780,687032.2,6563092
750721037,630785798,730386.7,6513634.9
630786267,630785806,707181.4,6519761.7
690793195,630785814,733808.1,6505036.5
630001204,630785822,754405.2,6491401.7
630786457,630785830,694499.6,6490485.6
630786424,630785921,706616.3,6519507.8
750065401,630785962,727287.9,6545995
630001253,630786077,709088.3,6525607.1
630000644,630786093,743466.4,6503882.3
630786523,630786119,719760.8,6493667
630786432,630786135,665705.4,6505603.5
630000990,630786150,709225.5,6525602.3
420787061,630786168,705264.4,6531927.6
630786424,630786184,705782.5,6520235.1
630786754,630786226,707973,6520088.9
630786754,630786234,718980.9,6494005.6
750721037,630786622,730386.7,6513634.9
630014116,630786663,730036,6525825.4
630788404,630786671,726138.3,6513951.8
630786275,630786697,758142.1,6494920.3
420787079,630786721,707664.4,6520153.1
630790194,630786739,684806.7,6509399
630006419,630786820,706361.9,6518643.6
630786275,630786846,687847.9,6562654.8
630788040,630786853,708364.6,6520798.9
630001394,630787000,743506.3,6504283.3
630001394,630787018,743506.3,6504283.3
630781003,630787026,719611.9,6493546.5
630780989,630787034,708954.4,6526967.3
630781029,630787059,740024.4,6528518.4
630786424,630787067,706257.2,6521554.7
630786366,630787109,709190.8,6518673.5
630789980,630787117,757640.4,6494685.3
630010916,630787349,740121.8,6527222.5
630780997,630787513,757669.3,6495193.6
630786754,630787539,708507.5,6532009.3
630781003,630787604,719701.5,6493560.8
630786374,630787612,707711.3,6520852.3
630786424,630787646,706723.9,6520014.9
630014116,630787653,730036,6525825.4
630787661,630787679,771628.5,6492153.2
630011203,630787687,696012.5,6540379
690793492,630787737,771502.6,6490002.2
630787984,630787745,707603.6,6519466.6
630000495,630788024,710453.6,6538806.7
630781367,630788057,726648.6,6513485.7
630781367,630788073,726648.6,6513485.7
630781854,630788081,724981,6479956
630180032,630788107,685101.2,6497332.8
630786275,630788172,706730.3,6522535.5
630786275,630788180,734632,6524357.6
870015336,630788198,758128.8,6502146.9
630001394,630788206,743506.3,6504283.3
920030152,630788214,706751.4,6531912.9
630788487,630788495,705441,6519595.1
630786424,630788586,706723.9,6520014.9
630788933,630788941,719319.2,6521949.8
630789014,630789022,704240.4,6518360.9
630789303,630789311,769057.7,6481938.7
690793195,630789329,706148.8,6520052.8
630786275,630789394,708569.4,6532785.1
630780997,630789568,757808,6495073.3
630786754,630789576,708538.4,6532178
630001410,630789634,706728.1,6520282.2
630013746,630790038,746525.9,6530288.3
420787061,630790046,707831.6,6517265.6
630788768,630790095,715263.3,6519169.8
630013746,630790178,736631.5,6540156.3
420785362,630790186,706366.7,6519248.8
630790251,630790269,722215.6,6487085.1
920030152,630790277,704379.8,6518317.2
330050899,630790301,705506.3,6535571.8
630786754,630790384,706011.6,6520032.8
630786424,630790426,706627.3,6519537.8
630786275,630790459,723055.4,6518960.6
630786424,630790467,707932.9,6519372.3
630012565,630790483,719966.6,6492869.2
630786275,630790624,714855.2,6518793.7
750719239,630790699,708416.4,6521004
630790673,630790715,692224.5,6527634.9
630790723,630790731,714489.1,6514061.2
630015071,630790780,718270.4,6521257
630180032,630790806,685070.1,6497249.9
630786275,630790889,706730.3,6522535.5
630786275,630790905,688102.5,6563074.6
630011203,630790988,685397,6535955.1
630790996,630791002,723067.1,6523717
630791069,630791077,708367.8,6522555
630791226,630791275,710652.8,6521015.4
630007979,630791283,705992.8,6519410.1
630790194,630791291,684676.4,6509387.1
630791374,630791382,708082,6520796
630786366,630791416,709190.8,6518673.5
750721037,630791424,730386.7,6513634.9
630786275,630791457,708313.9,6518853.6
630786754,630791473,710940.4,6511297
630786275,630791481,719580.2,6496110.4
630781029,630791507,740024.4,6528518.4
750050759,630791515,665218,6502230.8
630000719,630791556,708191,6507762
630001394,630791564,743506.3,6504283.3
920030152,630791580,705994,6518548.3
630786267,630791614,707972.1,6504322
630791770,630791788,658680.5,6522596.4
630791820,630791838,708359.9,6526059
630791853,630791861,707830.1,6514386.2
630180032,630791895,685070.1,6497249.9
630791903,630791911,671828.6,6542977
630786275,630791937,719042.2,6493345.8
630786275,630792026,706865.1,6532393.9
630792034,630792042,686048,6547765.4
640780417,640000162,337429.6,6275089.5
640780813,640000402,394978.9,6272358
640780821,640000410,406855.1,6239485.5
640780839,640000428,383887.1,6243203.4
640780862,640000436,429200.4,6250836.1
640781290,640000600,428279.6,6253290.3
330000266,640005302,334341.7,6273142.4
330000266,640005310,324229.9,6266614.8
640017612,640005336,394978.9,6272358
640015160,640005377,338064.7,6276295.6
640022703,640005393,427181.4,6250868.2
640000758,640005468,444004.4,6279951.4
640790374,640005500,381826.4,6271473.3
640791125,640005526,332057.2,6275342.4
920030269,640005591,427997.8,6253413.3
640790374,640005617,352752.3,6275163.9
640015160,640005708,331346.6,6275008.6
640005799,640005849,429362.4,6253186.3
640011607,640005989,429016.1,6251256.4
640011706,640006029,427070.3,6250703.8
640009486,640006078,351099.6,6263347.4
640009007,640006169,337096.6,6279693.4
640006219,640006268,437250.9,6235380
330050899,640006458,324725.2,6266763.4
640008934,640006599,432872.5,6243736
750713406,640006698,425419.6,6250458.7
640791745,640006755,428179.8,6250951.5
640006771,640006797,335531.5,6275209.2
640006805,640006813,336015.2,6274124.7
640006789,640006839,435139.2,6254919.8
640006821,640006847,334754.6,6275147.7
640006854,640006862,334764.1,6275099.6
640006870,640006896,333211.8,6275190.1
640006904,640006912,333718.7,6275546.9
640006920,640006946,333654,6276730.6
640006953,640006961,333975.1,6276556.1
640006987,640006995,336013.8,6275958.4
640007001,640007027,334832.7,6275657
640007035,640007043,335923,6277574.3
640007050,640007076,335162,6275153.6
640007084,640007092,336012.5,6275851.1
640790390,640007118,382606.7,6258960.7
640007100,640007126,332938.3,6277450.9
640007134,640007142,396545,6231956.3
640007167,640007175,333977.1,6270179.5
640007183,640007191,407352.5,6269551.6
640007217,640007225,419033.5,6252630.1
640007233,640007241,410661.5,6261988.3
640007266,640007274,410986.3,6261484.1
330050899,640007308,331557.7,6269845.3
640007316,640007324,420773.6,6228900
640007332,640007340,420903.7,6228723.8
640007357,640007365,424334.7,6277403.9
640007373,640007381,325155.7,6260823.1
640007407,640007415,434927.8,6232487.3
640007423,640007431,393253.6,6239442.7
640007399,640007449,339246.9,6277281.6
640007456,640007464,338610.2,6276391.3
640791745,640007498,428154.2,6250958.3
640007506,640007514,338075.1,6276003.7
640007522,640007530,337249.9,6276595.2
640007555,640007563,338707.9,6275209.1
640007571,640007597,337885.7,6275878.5
640007621,640007647,339664.3,6276864.7
640007654,640007662,341159,6276829.3
640007670,640007696,338064.7,6276295.6
640007704,640007712,336950.6,6275139.8
640007688,640007738,402976.6,6249981.4
640007720,640007746,338253.7,6276078.8
640007753,640007761,339992.2,6277212.1
640007787,640007795,337889.1,6276338.3
640007803,640007811,337152.9,6276202.2
640007779,640007829,349284.1,6271939.2
640007837,640007845,338754.9,6277478.6
640007852,640007860,336034.9,6275346
640007886,640007894,337914.1,6276084.6
640007902,640007910,338225.5,6275886.7
640000881,640007928,338238,6276039.4
640007936,640007944,338009.4,6275877.2
640000048,640007969,426157.9,6250526.7
640007951,640007977,340316.8,6275037.7
640007985,640007993,338546.9,6276651.3
640000766,640008009,343820.3,6262106.8
640008017,640008025,338551.1,6276545.4
640008033,640008041,338073.6,6276115.8
640008066,640008074,406180.2,6217672.7
640008082,640008090,438796.6,6237804.7
640008116,640008124,332952.3,6275754.9
640008132,640008140,331838.8,6275842.6
640008157,640008165,331336.9,6275637.5
640008173,640008181,330812.2,6274609.5
640008223,640008231,330828.3,6275242.7
640000956,640008249,425705.5,6249945.3
640008256,640008264,331034,6275467.8
640008272,640008280,331190.9,6275403.1
640008058,640008298,428009.8,6252733.7
640008306,640008314,331232,6275236.6
640008322,640008330,332663.2,6274490.1
640785523,640008348,340693,6273016.2
640008355,640008363,331986.5,6272888.2
640785523,640008389,340693,6273016.2
640008371,640008397,330984.3,6274179.7
640008405,640008413,331270.7,6275542.2
640008421,640008447,331740.1,6275112.9
640008454,640008462,332079.1,6275644.7
640008470,640008496,332726.2,6273173.6
640008504,640008512,331452,6275390.3
640008520,640008546,332291.7,6274720.7
640008553,640008561,331022.1,6275325.3
640008538,640008579,421474.7,6254234.5
640008587,640008595,330217.2,6273806
640008603,640008611,364660.3,6273624.5
640008637,640008645,328421.5,6270804.5
640008652,640008660,329709.4,6271675.4
640008686,640008694,406377.8,6237721.7
640008736,640008744,425874.5,6252097.5
640008728,640008769,446625.8,6237193.6
640008751,640008777,425333.2,6252011.1
640008785,640008793,424862.8,6251152.7
640008801,640008827,424974.9,6251650.6
640008835,640008843,424420.3,6250791
640008850,640008876,429661.7,6250458.1
640008884,640008892,427419.6,6249336.7
640008868,640008918,425548.9,6261717.9
640008900,640008926,427692,6249131
640008967,640008975,336908.4,6280132.8
640008983,640008991,338451.1,6280255.2
640009023,640009031,349284.1,6271939.2
640008959,640009049,360011.1,6273113.4
640009056,640009064,343371.7,6261195.7
640009072,640009080,343137.1,6261437.1
640013454,640009098,339658.4,6276824.1
640009106,640009114,376806.1,6272457.6
640009122,640009130,321813.8,6265106.4
640781290,640009148,428279.6,6253290.3
640009155,640009163,321985.4,6264738.8
640009171,640009197,320674.7,6265699.2
640009205,640009213,437107.7,6235332.9
640009221,640009247,415926.5,6257616
640780417,640009288,322981.9,6265901.5
640009270,640009296,338803,6259008.3
640009304,640009312,424924.4,6241329.1
640009320,640009346,424616.4,6242647.8
640009353,640009361,435319.5,6278363.8
640792149,640009379,409565.1,6253413.6
640009387,640009395,426316.4,6248518.3
640009403,640009411,451674,6243705.2
640000543,640009429,406038.3,6258947
640009437,640009445,398716.9,6246671.9
640009452,640009460,327157.9,6269216.6
640009502,640009510,351141.9,6263392.4
640790390,640009528,429404.1,6250193.3
640009536,640009544,351138.2,6263344
640010138,640009569,315647.4,6262349.8
640009551,640009577,312974.9,6262574.3
750719239,640009619,424091,6259107.6
640009601,640009627,313311.1,6263878.6
640009635,640009643,312969.9,6262672.7
640001640,640009668,338813.6,6264383.8
640009650,640009676,312830,6262600.7
640009684,640009692,431697.8,6250016
640009700,640009726,356839.4,6249417.8
640009734,640009742,342821.3,6258571.3
750713406,640009759,331270.7,6275542.2
640009783,640009791,424446.2,6249401.5
640015160,640009809,338064.7,6276295.6
640009817,640009825,424808.4,6248788
930013768,640009858,426380.3,6249800.9
640009866,640009874,404043.7,6261634.8
640009882,640009890,367202.6,6245714.7
930013768,640009908,337670.6,6276406.8
640009916,640009924,420363.7,6215812
640009932,640009940,417272.6,6242175
640009957,640009965,448088,6265992.2
640009973,640009981,421710.7,6254544.2
640010005,640010013,421145.7,6253892.5
640010021,640010047,423667.8,6253943
640010054,640010062,438729.8,6230897.2
640010039,640010088,321265.8,6263926.2
640010070,640010096,422698.7,6252051
640010104,640010112,425334.6,6254784.3
640010120,640010146,425796.5,6252739.2
640010153,640010161,423772.8,6252821.5
640795621,640010179,419379,6279535.6
640010187,640010195,421398.7,6227111.7
640010237,640010245,400759.4,6267106
640010336,640010344,427620.1,6247952.4
640010351,640010377,419126,6267297.3
640010385,640010393,409450.1,6254632.9
640010401,640010427,409540.8,6253419.7
640010435,640010443,428484.6,6257909
640010484,640010492,436035.7,6255070.8
640010500,640010526,342654,6273094.7
640010534,640010542,405812.9,6259276.1
640795555,640010559,395322,6272534.2
640010567,640010575,405679.6,6259158.7
640010583,640010591,405829.1,6259480.8
640795621,640010609,418971.2,6267088.6
640010617,640010625,405767.4,6259138.6
640010633,640010641,394932,6254261.9
640010666,640010674,394909.4,6254288
640010682,640010690,435611.6,6236841.3
640010716,640010724,434519.7,6236714.3
640010732,640010740,434688.1,6236682.3
640010757,640010765,435841.6,6236155.6
640010773,640010781,414472.3,6234633.6
640791844,640010799,312159.6,6261945.1
640010807,640010815,407191.8,6239576.5
640010823,640010831,405536.4,6239547.6
750721110,640010849,425809.3,6248842.5
640010856,640010864,406978.8,6239386.5
640010872,640010880,405242.4,6238757.5
640010906,640010914,405768.3,6238635.9
640010922,640010930,405767.9,6239757.2
640010955,640010963,393920.4,6273018.1
640010971,640010997,395035.7,6272883.7
640011003,640011011,394212.8,6272361.1
640795621,640011029,413535.3,6274701.6
640011037,640011045,394687,6272688.8
640000691,640011078,406389.9,6238737.9
640011086,640011094,394813.6,6272739.1
640011102,640011110,409757.4,6258334.6
640003901,640011128,436057.2,6266454.3
640011136,640011144,428591.3,6251876.3
640011151,640011177,426870.3,6250156.1
640011169,640011219,426619.6,6250689.3
640011201,640011227,426494.2,6250395.1
640011235,640011243,426572.4,6250738
640000717,640011268,426238.3,6250167.3
640011284,640011292,427949.1,6252252.3
640011300,640011326,426446.9,6250228.2
640011334,640011342,426580.8,6249762.9
640790390,640011359,427794.3,6249723.7
640011367,640011375,425865.5,6253961.2
640011383,640011391,426741.2,6250003.5
640790374,640011409,381826.4,6271473.3
640011417,640011425,427340.4,6250480.3
640011433,640011441,426109.4,6250027.8
640011466,640011474,426380.3,6249800.9
640011482,640011490,428038.7,6253529.3
640011532,640011540,425972.8,6251091.9
640011573,640011581,426765.1,6249795.4
640011623,640011631,427625.1,6251274.1
640011656,640011664,427003.8,6251200.4
640011672,640011680,426382.5,6249902.8
640011722,640011730,426390.8,6250226.6
640000717,640011789,436194.1,6256483.6
640011771,640011797,426179.4,6250557
640011805,640011813,427249.4,6252762.6
640011821,640011847,428487.5,6252346.9
640011854,640011862,426494.9,6252910.2
640000048,640011888,427083.1,6250660
640011870,640011896,425196,6249404.3
640011904,640011912,425652.7,6249170.6
640011920,640011946,426663.6,6251566.4
640011953,640011961,428217.6,6250973.8
640011987,640011995,426555.3,6250014.2
640011979,640012019,426964.5,6251580.8
640012035,640012043,428174.1,6251498.8
640011979,640012068,338358.7,6276014
640012050,640012076,428470.8,6250187.6
640001012,640012118,360503.2,6251463.7
640012100,640012126,418572,6256549
640012134,640012142,446641.6,6236831
640792032,640012159,448105.3,6266301.7
640012183,640012191,383804,6277407.4
640012217,640012225,385443.1,6257224.1
640012233,640012241,347093.9,6240862.5
640012266,640012274,346635.5,6240491.2
640012282,640012290,322113.2,6265425
640012316,640012324,324027.9,6266618
640012332,640012340,322178.5,6265471.3
640012357,640012365,322205.4,6265477.3
640012373,640012381,325313.2,6267190.7
640012407,640012415,322451.5,6265589.3
640012456,640012464,322686.1,6264821.1
640012472,640012480,322544.6,6265715
640012506,640012514,322333.1,6265427.6
640012522,640012530,355332.8,6238636.7
640012555,640012563,355067.8,6238602.5
640012571,640012597,355634.2,6238999.8
640012605,640012613,372800,6255918.8
640012621,640012647,372874.8,6255938.5
640012654,640012662,372811.3,6256010.6
640012670,640012696,331127.2,6261363.9
640012704,640012712,340280.5,6273426.7
640012720,640012746,339474.3,6274343.8
640012753,640012761,382239.3,6271192.3
640012787,640012795,382324.2,6271669.5
640012837,640012845,328385.8,6256729.4
640012852,640012860,402911.7,6278737.6
640012886,640012894,425563.3,6262026.1
640012902,640012910,380929.4,6263513.6
640012936,640012944,380721.4,6263522.3
640012928,640012969,396457.5,6232006.4
640012951,640012977,426032.2,6260515.1
640013017,640013025,440945.2,6246042.5
640013033,640013041,385380.6,6231911.5
640013066,640013074,429502.2,6269284.4
640013082,640013090,349161.2,6274806.7
640013058,640013108,384060.5,6243974.3
640013116,640013124,313882.9,6261240.5
640013132,640013140,318995.9,6262817.9
640013157,640013165,352568,6275535.9
640013173,640013181,339160.7,6265353.4
640013207,640013215,339160.7,6265353.4
640000881,640013249,336072.7,6275452.1
640791844,640013264,337671.4,6277236.9
640013272,640013280,434539.4,6248001.7
640011508,640013298,406031.9,6239149.2
640013314,640013322,406892.2,6263818.6
750050916,640013371,435093.8,6256326.3
640000048,640013439,406292.8,6239774.1
640000113,640013553,324909.3,6266964.5
640792446,640013710,372952.4,6256310.2
640795621,640013744,424769.8,6277127
750022238,640013769,406264.2,6217125.1
640013751,640013777,312905.3,6261319.1
640013884,640013892,351178.5,6263582.3
640013900,640013926,333244.6,6275190
640013785,640013934,406514.7,6237311.2
640003703,640013983,384461.6,6243855.8
330050048,640014049,426549.8,6250213.7
640014031,640014056,452628.2,6256436.2
640014072,640014080,312956.6,6262722.2
640785523,640014098,341411.7,6277786.6
640780417,640014122,337200.3,6275322.8
640785523,640014148,335575.4,6276073.1
640785523,640014189,335219.5,6277272.7
400013991,640014239,340211.3,6276806.4
640790390,640014288,408092,6238469.6
640014312,640014320,334051.9,6276539
640019980,640014353,335430.2,6275390.9
640790408,640014429,343984.2,6259652.9
640014478,640014528,336578.5,6276238
240000265,640014569,335542.8,6276282.6
640790374,640014593,381753.1,6271867
920028560,640014635,395486.4,6254080.5
640014650,640014676,329178.9,6261943.9
640000048,640014718,425444.1,6248921.5
640785523,640014734,336182.1,6277868.4
310002985,640014775,312766,6262223.3
640796629,640014783,384871.6,6277124.5
750034589,640014809,381506,6264006.6
640790374,640014858,422291.6,6229235.9
640790390,640014908,404621,6238321.4
640792362,640014916,410540.1,6261893.8
640014924,640014932,425631.1,6251009.1
330785072,640014999,395428.7,6272623.4
640013454,640015038,319969.9,6265060.7
640015046,640015053,343375.7,6261271.4
640019345,640015111,407155.1,6269574.4
640790390,640015129,429592.6,6250529
640015152,640015145,372918.5,6256186.4
640791976,640015178,424532.8,6249382.6
640795555,640015186,334975.7,6276629.1
640003786,640015194,425814.4,6251233.5
750713406,640015202,335887.4,6275672.2
640015210,640015236,420943.4,6254109.3
640015228,640015269,332319.1,6275431.9
750022238,640015277,367738.9,6244845.1
640004354,640015285,333729.8,6270354.4
640790390,640015335,426495.1,6252652.5
640015228,640015368,335025.4,6275082.7
640790390,640015376,391167.4,6272875.6
640000956,640015384,427756.7,6247465
640791844,640015392,338796,6277008.1
640015228,640015418,339624.7,6276884.2
640000725,640015426,426380.3,6249800.9
330056540,640015434,338138,6267184
640015228,640015459,338064.7,6276295.6
400013991,640015475,382553.5,6271563.4
640015228,640015509,426739,6250999.2
640015228,640015517,333724.1,6276823.5
640015228,640015525,322260.9,6265108.5
640015228,640015533,322354.6,6265477.7
640015228,640015541,312849,6262074.4
640015228,640015558,429981.4,6247663.2
640015228,640015566,435072.5,6236456
640015574,640015582,342567.6,6260901
640015590,640015608,426071.6,6250074.8
640015590,640015616,427475.3,6250541.5
640015590,640015624,427862.4,6252989.8
640015590,640015632,405484.5,6259308.7
640015657,640015665,423242.3,6248039.4
640015673,640015699,337393.6,6275757.3
640015673,640015707,338717,6276295.1
640015673,640015715,351144.3,6263261.6
640015673,640015723,355164.3,6239135.5
640015673,640015731,343008.4,6261007.3
640015228,640015814,336184.7,6272551
640015228,640015822,330534.2,6274512.1
640015228,640015830,424503.5,6249234.7
400789590,640015863,426274.3,6250913.7
640015590,640015954,440010.4,6246558.5
640015590,640015962,426648,6249791.8
640015590,640015970,421546.7,6254558.7
640015996,640016002,425887.6,6252373
640015996,640016010,420939,6253681
640015996,640016028,405767.9,6239757.2
640015996,640016036,425979.8,6259032.9
640015996,640016044,423921.6,6251134.3
640016051,640016069,400733.7,6225233
640001475,640016077,427110,6250544.8
640001475,640016093,427299.5,6250569.2
640001475,640016101,433467.5,6243217.3
640015673,640016127,373246.5,6255786.5
640015673,640016135,338064.7,6276295.6
640015673,640016143,335926.8,6273206.1
640015673,640016150,384235,6244164
640015673,640016168,406398.6,6239365.9
640015673,640016176,394683.5,6272966.2
640015673,640016184,383808.6,6271955.1
640015673,640016192,332696.3,6273087.4
640015673,640016200,338167.9,6280180.9
640015996,640016291,424637.7,6242485.5
640015996,640016309,396587.3,6271774.9
640015996,640016317,312893.1,6261750.7
640015996,640016325,428046.5,6250675.5
640015996,640016333,431564,6250133.6
640015228,640016432,427571.4,6251135
400013991,640016440,332722,6272955.7
330006339,640016465,320059.1,6265626
640013454,640016473,351135.9,6263173.6
640007548,640016481,339255.3,6274683.5
640007548,640016499,330434.9,6261641.9
640007548,640016507,446668.7,6236789.4
640007548,640016515,395490.6,6254174.4
640007548,640016523,428279.6,6253290.3
640007548,640016531,328858.2,6270736.6
640007548,640016549,337164,6279734.9
640007548,640016556,351099.6,6263347.4
640007548,640016564,312920.1,6262204.5
640010658,640016572,337429.6,6275089.5
640010658,640016580,337429.6,6275089.5
640015988,640016663,406855.1,6239485.5
640791844,640016697,337040.5,6276215.6
640000808,640016705,426783.9,6250314.1
640016713,640016721,338265.5,6276071.2
640000048,640016739,427083.1,6250660
640000048,640016747,425708.3,6249386.9
640016770,640016788,338293.5,6275257.3
640015996,640017042,321691.9,6264675.9
640015996,640017182,339988.5,6273845.3
640017232,640017240,448466.1,6266229.8
640017257,640017265,384381,6243812.4
640017349,640017356,425690.7,6253420.1
640017364,640017372,337319,6274891.8
640015590,640017398,425324.5,6251169.3
330790817,640017539,435214.5,6278486.8
640007548,640017562,428279.6,6253290.3
640002002,640017596,334625.3,6276695.6
640000758,640017604,435214.5,6278486.8
640790374,640017620,332518.1,6272431.8
640017638,640017646,373047,6255816.9
640017612,640017679,428210.8,6252984.7
640007548,640017687,339160.7,6265353.4
640007548,640017695,331324.6,6274933.6
640007548,640017703,339516.8,6276923.3
640007548,640017729,424048.5,6250809.3
640007548,640017737,427221.1,6251457.7
640007548,640017745,322575.9,6265453
640791125,640017752,332105.6,6275150.9
640017760,640017778,355694.6,6239412.7
330785072,640017794,395448.8,6272628.8
640015590,640017802,420861.6,6228714.2
640017901,640017919,423177.7,6214007.1
640000881,640017927,332108.6,6273029.4
750721334,640017984,427390.6,6248979.7
640011979,640018065,426964.5,6251580.8
640007548,640018073,428279.6,6253290.3
640007548,640018081,337429.6,6275089.5
640014924,640018107,425631.1,6251009.1
640018115,640018123,435051.9,6236667.2
640018131,640018149,427325,6250565.5
640000998,640018164,369314.5,6258245.5
640012209,640018206,338064.7,6276295.6
640780417,640018214,339374.3,6274987
640015228,640018222,337245.8,6274792.7
640018230,640018248,336797,6277134.6
640007019,640018255,339227.5,6277188.9
640018263,640018271,406070.5,6217693.2
640018289,640018297,428279.6,6253290.3
640792255,640018305,328421.5,6270804.5
920029329,640018313,331660.7,6275400
640018321,640018339,446718.4,6236822.8
640792875,640018362,339707.7,6274633.9
640791976,640018370,435243.3,6236083.9
640014643,640018388,429743.8,6250601.8
640018396,640018404,382141.4,6271634.3
640780417,640018412,337251.2,6275473.6
640780417,640018420,338037.5,6274884.9
640018479,640018487,385240.6,6252920.1
640790374,640018495,338763.7,6275378.1
640018503,640018511,334972.8,6271209.1
640790374,640018529,313099.8,6262411.6
640000998,640018537,369314.5,6258245.5
640015590,640018545,435884.2,6255841.5
640018552,640018560,430264.7,6251477
640018586,640018594,425887.8,6258180.8
640009999,640018628,429633.8,6251492.6
640001475,640018644,429850.5,6268915.5
640018651,640018669,424244.7,6276847.5
640011748,640018677,429855,6251996.9
640011748,640018685,429855,6251996.9
640791844,640018693,337040.5,6276215.6
640791844,640018701,337040.5,6276215.6
640018719,640018727,430238.6,6252856.4
640000279,640018735,343590.6,6260910.7
640795621,640018743,419126,6267297.3
640018768,640018776,339432.6,6269993
640000030,640018784,406527.6,6239686.8
640020673,640018800,380706.3,6263574.2
920030269,640018818,428530.2,6252362.5
750022238,640018834,425827.3,6250053.8
400789590,640018867,337592.6,6276611.7
640018875,640018883,427493.5,6250482.2
640018875,640018891,332674.2,6275190
640018974,640018982,426941.4,6250602.8
360000889,640019006,336047.1,6273504
640018909,640019014,395792.4,6270812.7
330059171,640019022,439176.8,6246927.2
300017712,640019030,335785.9,6273144.9
310027107,640019048,331479.5,6269841.7
690039995,640019055,429755.4,6251991.5
640018917,640019063,411510.3,6261222.8
640019147,640019071,341870.1,6275810.7
640018925,640019089,396703.9,6270095.3
760011429,640019105,396703.9,6270095.3
640018933,640019113,417940.1,6255997.5
640018958,640019121,345186.8,6275121.1
640018966,640019139,430313.5,6252881.9
400780607,640019162,448474.3,6266206.9
330785072,640019188,395448.8,6272628.8
640791844,640019204,329545.2,6269667.5
640791844,640019212,336832.4,6269020
640018826,640019246,360503.2,6251463.7
750061327,640019253,336603.2,6276466.9
640019279,640019287,439404.4,6230900
