finess,finessgeo,coordxet,coordyet
310032016,310032024,574344.4,6278098.6
310032032,310032040,574112.5,6279166.7
310032057,310032065,573290.9,6284612.2
310032057,310032073,514630,6225804.2
310032099,310032107,577154.6,6272263.6
310029285,310032172,514646.7,6225826.7
750808511,310032180,514739.1,6226242.1
750808511,310032198,531680.8,6228929.2
310037486,310032214,570029.5,6265920
310033485,310032255,557991.5,6263915.1
310037171,310032271,576004.4,6281127.9
310791504,310032313,564837.2,6263416.5
330023789,310032370,576513.3,6251553.4
310001185,310032396,572486.9,6281105.5
750066078,310032404,577463.7,6282879.4
310022850,310032412,561521.2,6287503.8
770020824,310032420,578576.7,6281772.5
310015458,310032446,581229.8,6274591.8
310001334,310032461,569166.2,6283272.6
310001334,310032479,565625.4,6272376.2
310001334,310032487,575027.9,6280219.3
310001334,310032495,574768.3,6279290.7
310028774,310032503,568708.2,6295121.1
310032511,310032529,569761.8,6279794.4
310781406,310032537,567581.4,6274790.6
310781406,310032545,570864.9,6274252.1
310033592,310032560,563470.5,6249322.6
310032578,310032586,571881,6278001.6
310032594,310032602,575942.9,6279104.6
310000153,310032628,596636.3,6256816.6
310029228,310032644,514302,6226055.6
310788609,310032651,545630,6239881.4
310032669,310032677,593389.1,6255442
310032685,310032693,571651.3,6278615.3
310032685,310032701,571651.3,6278615.3
310001169,310032719,574255.5,6279369.1
310788104,310032727,595902.6,6257710.5
310788104,310032735,564702.5,6264931.8
310032743,310032750,573893.7,6280375.1
310788104,310032768,573133.4,6282817.6
310782446,310032776,569217.7,6275639.6
310782446,310032784,569217.7,6275639.6
310785068,310032792,588376.9,6252204.3
310032800,310032818,576782.9,6279953.7
310029285,310032826,556117.7,6260527.9
310000682,310032859,556080.1,6246091.4
310000682,310032867,547029.3,6258887.3
750043713,310032875,581516.3,6271857
750043713,310032883,573885.9,6280560
750043713,310032891,576978.7,6276943.3
310780754,310032909,563972.6,6267170.7
310780754,310032917,574106.3,6280144.8
310032925,310032933,570937.8,6279882.9
310032958,310032966,578009.3,6283669.3
310028329,310032990,562769.6,6292861.6
310034442,310033014,554405.7,6269855.3
310028329,310033022,563616.7,6262147.6
310028329,310033030,572152.3,6289261
310037270,310033055,569387.2,6280127.8
310033063,310033071,563211.2,6261866.4
310024286,310033089,575515.5,6277777.1
310036389,310033105,591542.4,6260605.5
310788609,310033113,514770.1,6226095.5
310033121,310033139,574886.2,6279254.4
310033147,310033154,565327.9,6280538.2
310036629,310033170,502817.3,6190719.7
310034327,310033196,565293.7,6262807.9
310033204,310033212,573724.4,6279034.6
310033204,310033220,573724.4,6279034.6
310033238,310033246,564217,6276626.7
130046279,310033253,569572.3,6275722.7
310782446,310033287,568811.4,6295367.8
310030267,310033295,580486,6286716.4
310030267,310033303,566939.1,6277920
310030267,310033311,578661.5,6269540
310033329,310033337,582019.1,6272653.5
310034889,310033352,508052.4,6204649
310034871,310033378,576768,6294576.1
920036605,310033386,570572.7,6270338.8
310001227,310033394,579524.2,6272747
310033402,310033410,573549.7,6279251
310033428,310033436,501382.6,6223388.8
310033444,310033451,569188.9,6278684.4
310033444,310033469,569188.9,6278684.4
310034392,310033527,520319.2,6216105.3
310033600,310033618,573724.4,6279034.6
310033600,310033626,573724.4,6279034.6
310033634,310033642,570543.2,6262772.5
470016544,310033733,576867.5,6284533.7
310026133,310033741,575581.9,6281958.6
310033758,310033766,514092.8,6225840.3
310026133,310033774,572673.6,6275963.5
310021993,310033782,574724.8,6278725.8
310033790,310033808,567064.5,6259879.9
310021993,310033816,574724.8,6278725.8
310026133,310033824,570367.7,6277682.2
310033832,310033840,574687.4,6280131.4
310033857,310033865,574831.2,6280235.7
310026133,310033873,570342,6277661.4
310033881,310033899,575408.6,6279351.1
310033907,310033915,573851.3,6280407.2
750057440,310033923,565437.5,6280446.7
310033956,310033949,563144.5,6279410.2
750060345,310033964,577438.6,6279745.6
310788104,310033980,619509.6,6262621.9
310034509,310034004,568355.8,6294337
310001227,310034012,575515.5,6277777.1
310781406,310034020,570447,6305621
310015599,310034038,573635.5,6281674.2
310034046,310034053,514758.5,6226064.8
310034061,310034079,581733.6,6273423.7
310035282,310034095,570543.2,6262772.5
310788609,310034103,557380.8,6272042.9
310788609,310034111,557380.8,6272042.9
310788609,310034137,566184.6,6270766.1
310030283,310034145,533840.6,6224892.3
310000740,310034152,575471.1,6278037.5
310002464,310034160,575138.7,6279265.8
310026133,310034186,570366.8,6277682
310034194,310034202,574464.2,6278310.3
310026133,310034210,514582.9,6225746.8
310035902,310034236,572435.3,6279229.4
310001201,310034244,577052.5,6280115.5
310782446,310034251,569080.3,6275860.3
310788609,310034269,582516.4,6281939.6
310034277,310034285,573001.5,6260621.7
310034293,310034301,570040.1,6280793.1
310031703,310034319,599671.9,6270885.3
310024419,310034343,584963.9,6280110.7
310034350,310034368,578590,6270077.5
310034376,310034384,574785.2,6276669.3
310035472,310034418,587833,6301244.7
310034426,310034434,564293.8,6263982.9
310034467,310034475,574444.3,6278792.1
310034483,310034491,552376,6274862.7
310034517,310034525,577705.5,6283678.4
300020682,310034533,571155,6273159.8
310788609,310034541,514812,6226511.9
310788906,310034558,573139.3,6283083.4
310034566,310034574,531352.1,6229183.9
310034582,310034590,575130.5,6283470.6
310034608,310034616,570827.7,6279898.5
310034624,310034632,570341.4,6280074.7
310034640,310034657,568137.1,6294245.5
310034665,310034673,575334.3,6277253.9
310795349,310034681,557841.3,6273229.3
310024419,310034699,582187.5,6273495
750061475,310034707,576418.4,6285633
310036447,310034723,577140.8,6251257.5
310001185,310034731,575179.6,6281498.8
310021993,310034749,574724.8,6278725.8
310026133,310034756,571251.6,6279111.3
310788732,310034764,574831.3,6281675
810009589,310034772,568382.4,6286057.3
810009589,310034780,571179,6279178.6
810009589,310034798,578326.1,6281696.6
810009589,310034806,574628.4,6279830.6
810009589,310034814,573822.1,6280346.6
310034822,310034830,572799.8,6288883
310034848,310034855,565871.1,6279156.5
310022686,310034897,618430.1,6261953.1
310027628,310034905,576009.1,6273825.8
750808511,310034913,578762.8,6275369.6
310024419,310034921,582693.4,6278824.8
310020029,310034939,564873.8,6280690.7
310027628,310034947,576009.1,6273825.8
310036066,310034954,596636.3,6256816.6
310037007,310034970,561817,6287457.4
310034988,310034996,555916.8,6260550.1
810013342,310035001,619081.8,6262721.8
310036876,310035027,549929.2,6267794.3
310035035,310035043,573362.8,6278894.4
310035530,310035068,578190.7,6289763.9
310035514,310035084,565940,6272395.7
310035092,310035100,534946.6,6216018.2
920028537,310035118,569330.3,6284337.2
310028543,310035126,570384.4,6287885.1
310028329,310035134,556082.5,6235973.9
310034392,310035142,531879.7,6228843.1
310035159,310035167,574466.3,6278877.4
310000187,310035175,584733.2,6284865.8
310035183,310035191,619534,6262645.4
310035209,310035217,514782.4,6225915.2
310035225,310035233,578190.7,6289763.9
310035241,310035258,555895.4,6245995.8
310035266,310035274,577504.3,6282454.2
310035290,310035308,572160.1,6278635.6
310035290,310035316,572160.1,6278635.6
310035324,310035340,577412.3,6277474.9
310001631,310035357,533297.5,6222212.2
310035365,310035373,572808.7,6274179.4
310026901,310035381,532767.5,6222686.1
310788609,310035399,578651.9,6281845
310035407,310035415,574465.5,6278739.9
310026133,310035431,570366.8,6277682
310026133,310035449,570366.8,6277682
310021993,310035456,574724.8,6278725.8
340001353,310035464,580599.9,6284386.7
310029012,310035480,575069.6,6279712.2
810009589,310035498,567019.2,6279301
810009589,310035506,577662.8,6285462.3
310000633,310035548,567788.3,6298824
310014378,310035555,573807.6,6280466.7
310000427,310035563,577783.8,6275575.1
310036900,310035589,569056.4,6274517
690791678,310035597,572124.2,6278095.7
310030267,310035605,581207.2,6266922.6
310782446,310035613,563712.4,6262094.3
310782446,310035621,565887.5,6271923.4
310782446,310035639,562126.2,6275461.5
310782446,310035647,569028.5,6275808.4
310782446,310035654,571181.9,6270690.8
310035662,310035670,573991.3,6277376
310035688,310035696,574459.1,6278315.8
310035704,310035712,574359,6279631.3
310781562,310035720,577708.3,6273709.7
810009589,310035738,573941.4,6285002.2
310035746,310035753,569649.1,6277130.6
310035761,310035779,572986.9,6277580.4
310788104,310035795,573807.2,6276919.9
310027859,310035803,573053.5,6260745.4
310027859,310035811,552421.1,6269948
310035829,310035837,576838.9,6271555
310001201,310035845,574223.7,6278493.8
310035852,310035860,574764,6279453.7
310024419,310035878,554776.7,6275586.9
310788831,310035886,565864,6279231.3
750061475,310035894,581090.8,6280256.8
310027628,310035910,574359,6279631.3
310027628,310035928,576279.9,6280931.2
310022371,310035944,568986.4,6280293.1
310022371,310035951,566984,6280370.6
310026133,310035969,570367.7,6277682.2
310026133,310035977,570366.8,6277682
310788732,310035985,574831.3,6281675
310783022,310035993,573718.7,6278867.4
310036009,310036017,561377.3,6281517.9
750063885,310036025,576127.6,6281067.8
750074387,310036033,574291.4,6278064.3
590799730,310036041,570564.1,6274184.7
310788104,310036058,572426,6284130.9
310000252,310036074,575335.6,6278251.4
310021993,310036082,573962.4,6280227.6
310021993,310036090,574749.1,6278210.4
310022371,310036116,573885,6281045.8
310036124,310036132,575310.2,6277924.9
310029145,310036140,580402.3,6269409.5
310030267,310036157,596277,6256004.1
310001201,310036165,574223.7,6278493.8
310022157,310036173,575739.9,6277690.7
310026133,310036181,570367.7,6277682.2
310001185,310036199,575049.2,6280289.6
810013342,310036207,619704.5,6263011.2
310031125,310036215,569665.3,6269109.5
310792049,310036223,514195.7,6226296
310036231,310036249,564752.2,6285349.2
310033931,310036256,565871.1,6279156.5
310036314,310036322,585777.9,6288057.2
310034640,310036330,570417.6,6291814.6
310036348,310036355,577061.7,6285267.1
310036363,310036371,570937.8,6279882.9
310036397,310036405,513453.4,6226386.3
310036413,310036421,552417.7,6248385.7
310037346,310036439,569885.2,6259076.9
310036454,310036462,570004.8,6275126.8
310792049,310036488,573059.8,6277554.9
310792049,310036496,569871.6,6275471.5
310034426,310036504,563522.3,6267968
310788104,310036512,574596.8,6278170.2
910808781,310036520,574128.1,6279067.2
310036538,310036546,554044.6,6286733
310036553,310036561,570587.8,6275373.4
310036579,310036587,570938.8,6280542
310036579,310036595,570938.8,6280542
310036603,310036611,573780.9,6280873
310027859,310036645,565871.5,6272426.1
310027859,310036652,556585.7,6272067.7
310027859,310036660,562769.6,6292861.6
310027859,310036678,556082.5,6235973.9
310027859,310036686,547596.2,6258859.9
310036694,310036702,567317.9,6278484.4
310036710,310036728,574185.1,6260689.9
310037460,310036744,574521,6280356.2
910808781,310036751,514618.5,6225994.2
310022850,310036769,570924.5,6278380.7
310022850,310036777,569224.8,6280219.5
310036785,310036793,575359.9,6279166.2
310020029,310036801,573589.2,6281334.9
310783022,310036843,574073.9,6280545.2
310036850,310036868,576173.5,6281312.4
750066078,310036884,575146.7,6279015.3
750066029,310036892,577511.4,6279566.3
310787726,310036942,553863.2,6241497.9
310781562,310036959,562743.6,6298257.3
310029855,310036967,575043.4,6279461.9
310034392,310036975,501382.6,6223388.8
310036983,310036991,564272,6270251
090784232,310037015,565964.9,6280408.7
310781562,310037023,574359,6279631.3
690053467,310037031,574152.4,6279105.7
310781406,310037049,574024.8,6280586.2
310037064,310037072,579744.9,6308493.7
310037080,310037098,570451.7,6306117.6
310037106,310037114,564598.6,6270009.4
310037122,310037130,586038.8,6292389.5
310797568,310037148,577476.8,6276435.8
310037155,310037163,591360.3,6274697.6
310794441,310037189,568077.1,6285833.4
310794490,310037197,567774.8,6268919.9
310034822,310037205,573246.7,6280185.9
060033404,310037213,503299.2,6191497.3
310781406,310037221,570583.7,6280105
310788898,310037239,573204.3,6278756.7
310000427,310037247,581090.8,6280256.8
310034392,310037262,565980.4,6272369.5
310029269,310037312,579072.8,6286162.6
310037320,310037338,596594.9,6256814.4
310034061,310037353,579826.6,6277126.8
300018058,310037361,571172.8,6272172.8
750051641,310037379,573570.5,6280517.4
310037403,310037411,575965.3,6282873.4
920026093,310037429,513782.4,6225118
920026093,310037437,501382.6,6223388.8
920026093,310037445,508750.3,6246068.8
920026093,310037452,524686.4,6255971.8
310791504,310037478,574084.6,6285952.1
310037494,310037502,574907.5,6279181.6
310792049,310037536,575959,6276973.9
310792049,310037544,569871.6,6275471.5
310022231,310037551,573811.8,6280447.8
310023908,310037569,570937.8,6279882.9
310023957,310037577,513942.4,6226154.1
310037585,310037593,564916.3,6284792.8
310036637,310037601,577111.3,6276516.5
310034061,310037619,581733.6,6273423.7
310030424,310037627,564496.4,6264238.3
310030424,310037635,514526.8,6225990.4
310037643,310037650,587891.9,6272525.7
310794177,310780044,533940.6,6224976.6
310000047,310780119,577778.3,6292297.3
920030269,310780143,563338.3,6268069.3
310788799,310780150,572629.7,6275058
310788997,310780226,566053.4,6270429.9
920030871,310780234,565016.4,6279070.6
310000096,310780259,572160.1,6278635.6
310000112,310780283,580599.9,6284386.7
310781562,310780291,538401.7,6238537
310000146,310780358,592023.9,6265324.9
310000153,310780366,596636.3,6256816.6
310000161,310780374,582561.2,6305645.1
310000179,310780382,571881,6278001.6
310000187,310780390,584733.2,6284865.8
340015171,310780481,558986.8,6278952
910808781,310780507,572982.9,6277529.6
310000252,310780515,575335.6,6278251.4
310026133,310780523,570366.8,6277682
310788609,310780549,561987.1,6275332.1
310781562,310780556,520616.1,6215145.3
310001094,310780564,568516.8,6274514.3
310782446,310780580,573702.4,6295822.9
920026093,310780622,512124.8,6231668.2
310782446,310780630,574554.3,6262012.3
310000294,310780655,574533.9,6278248
920026093,310780663,575083.5,6278099.8
310782446,310780697,569026.9,6275804.8
310782446,310780705,564795.5,6285634.1
310024419,310780747,578386.4,6269510.6
310791595,310780770,573321.5,6282332.8
910808781,310780788,564617.5,6264233.9
310782446,310780796,570689.6,6287633.1
310783022,310780804,578965.9,6274335
310786256,310780812,563211.2,6261866.4
310781562,310780820,532023.4,6225647.4
310783022,310780838,578028.5,6276453.2
310000385,310780846,524522,6256089.1
310782446,310780853,577767.8,6268917.8
310788609,310780861,575133.6,6283049.4
310782446,310780895,581615.1,6271813.6
310782446,310780911,572325.1,6276164
310782446,310780929,564267.8,6263657.8
310781562,310780945,574359,6279631.3
310788880,310781000,564752.2,6285349.2
310781562,310781059,576157.4,6273721
310788898,310781067,573204.2,6278756.6
310788716,310781083,553931.7,6241525.9
310000419,310781125,570283.1,6305694.8
310000427,310781133,581090.8,6280256.8
310000435,310781141,580309,6287397.3
920030269,310781158,577408.4,6289688.1
310025010,310781174,567992.9,6286033.1
310782446,310781216,571181,6278520.8
310788104,310781224,557762.9,6249299.1
310791595,310781240,572919.8,6284322.8
310782446,310781257,569701.4,6275224.5
310791595,310781273,572403.9,6284127.9
310781562,310781422,576402.6,6273505.2
310788906,310781430,574735.7,6279078.8
310788831,310781463,566978.5,6280760.3
310781562,310781471,574486.9,6283354.2
310781562,310781489,584969.6,6292024.3
310781562,310781497,562912.8,6297989.9
310000492,310781505,565334.4,6265047.5
310782446,310781513,574398.9,6277482.4
310788104,310781539,574597.3,6278169.3
310782446,310781547,566663.5,6271492.2
310001227,310781596,573912.1,6279796.5
310788591,310781620,530269.2,6235644.8
310781562,310781653,514397.9,6225757.8
920030269,310781695,569885.2,6259076.9
310781562,310781703,576715.3,6273312.4
310782446,310781711,571388.7,6276425.6
310783022,310781752,573237.2,6278659.8
310788815,310781786,577358.1,6279680.6
310000534,310781802,574359,6279631.3
310000575,310781927,524880.7,6255679.7
600000426,310781935,574119.8,6279659.2
310781562,310781968,570690.4,6292442.6
310014378,310781984,577465.7,6242996.2
310000609,310781992,570658.5,6280945.7
310788104,310782008,556172.9,6235863.6
310000617,310782016,577476.8,6276435.8
310782446,310782024,567617.5,6274234.4
310000625,310782032,574402.6,6278556.2
310000633,310782065,569188.9,6278684.4
310000658,310782107,576721.4,6251445.3
310791520,310782115,587046,6299200.2
310000674,310782123,509516,6246170.9
310000682,310782131,556080.1,6246091.4
310000690,310782149,544144.5,6235869
310000708,310782156,562210.2,6297434.6
310786256,310782164,564585,6263699
310000716,310782172,582298.7,6273805.3
310783022,310782198,574221.2,6278000.6
310783022,310782206,576479.3,6276420.8
310788575,310782214,574494.5,6278838.3
310788575,310782222,571272.7,6280272.9
310000724,310782230,579726.5,6307977.5
310782446,310782248,571446.7,6277762.3
310791504,310782263,531557.2,6229300.9
310788682,310782271,570336.4,6275467.6
310781406,310782339,533940.6,6224976.6
310789136,310782347,572808.7,6274179.4
310000740,310782354,575471.1,6278037.5
310788104,310782362,533143.7,6224450.7
310025010,310782396,573212.3,6274333.2
310783022,310782420,570587.9,6278219.8
310033683,310782461,567204.6,6278509.6
310788591,310782479,579990.2,6308129.3
310000765,310782495,501588.7,6224126.6
310795349,310782545,543060.7,6262081.5
310788104,310782594,572426,6284130.9
310781562,310782602,576799.1,6273390
310000781,310782651,574233,6276637.2
310788732,310782669,596125.1,6278724.6
310782446,310783030,576226.4,6273839.3
310781406,310783048,574359,6279631.3
310781406,310783055,575030.1,6274508.3
310781406,310783063,573528.3,6279236.3
750005068,310783097,576683.8,6278621.5
310782446,310783113,572008,6278208.6
310781562,310783121,566313,6280956
310024419,310783154,586186.6,6279032.4
310000831,310784194,570460.2,6305523
310788666,310784202,543070.5,6244622.2
310031497,310784228,577460,6277500.8
920036415,310784244,510653.2,6227011
310000864,310784251,576674.2,6251289.5
310033675,310784277,555588.3,6271695.7
310033691,310784293,551340.1,6270205.2
310795349,310784301,553116.6,6269581.8
310000898,310784319,505994.5,6230203.5
310000906,310784327,562582,6276231.2
310000914,310784335,557911.1,6279585.7
310033667,310784343,570863.6,6283286.6
310027735,310784350,505916.9,6217287.9
310022892,310784368,577698.9,6270627.6
310000922,310784384,585598.9,6268413.2
310788104,310784400,572246.4,6293581.3
310000955,310784418,588409.5,6244092.2
530007129,310784426,568822.7,6298762.1
310000971,310784434,573818.1,6296021.4
310020912,310784467,582761,6281938.2
310791504,310784475,575771.2,6278698.8
310001011,310784483,576149.1,6278296.5
750043713,310784491,572918.8,6285502.2
310789151,310784525,505775.2,6223309.2
310787411,310784541,552593.9,6242084.5
310180013,310784558,503071.6,6190269.8
920030152,310784566,575353.7,6277561.5
310788708,310784574,590279.4,6252466.6
310782446,310784590,571186.5,6274930.1
310788609,310784608,575861.2,6280316.5
310788609,310784616,514812,6226511.9
310782446,310784624,571622.7,6253277.3
310001094,310784640,574187.2,6280361.8
310001102,310784665,520663.5,6215239.8
310788609,310784673,503174.2,6190797.5
310026133,310784681,572666.4,6276151
310791504,310784699,565970.7,6270966.2
310787775,310784707,566104.5,6276970.5
310788104,310784715,533363.7,6224559.5
310791504,310784723,514450.7,6226351.8
310791504,310784749,619762.1,6262945.2
310791504,310784756,564566.6,6264035.7
310795349,310784764,556238,6235802
310000831,310784772,570479,6305469.5
310792973,310784780,564429.2,6279465.6
310783022,310784798,569330,6277772.7
310783022,310784806,570614,6275307.6
310783022,310784814,571484.3,6281490.5
310783022,310784822,573368.5,6278381.1
310788880,310784830,564752.2,6285349.2
310788872,310784855,572450.3,6276524
920026093,310784863,568301.7,6276861.2
310788609,310784905,574705.3,6277353.6
590799730,310784913,573504.3,6278810.6
310781562,310784954,572716.8,6287943.4
310781562,310784970,573595.6,6279205.3
310781562,310784996,572494.6,6278064.1
310001169,310785019,574255.5,6279369.1
310001177,310785027,573021.9,6278768.1
310001185,310785043,575958.6,6277248.2
310001201,310785076,574223.7,6278493.7
310002118,310785084,573828.3,6280958.6
310795349,310785092,545377.3,6258032
750719239,310785100,564667.9,6264029.4
310024419,310785118,554788.6,6275581.8
310024419,310785126,580524,6275231
310787726,310785134,552634.4,6241470.9
310024419,310785142,582693.4,6278824.8
310788732,310785159,574831.3,6281675
310001227,310785175,575976.5,6280748.1
310788609,310785183,513680.4,6225677.1
310788948,310785191,566648.2,6280571
310788948,310785209,575268.3,6277677.5
310001235,310785217,561265.8,6277727.5
310782446,310785233,572822.8,6276879.1
310024419,310785241,527052.9,6238379.4
310024419,310785258,582377.5,6273705.6
310783022,310785282,573718.7,6278867.5
310795349,310785290,550050.2,6251301.1
310791504,310785308,570502.5,6282638.1
310791504,310785316,513778.8,6225756.9
310791504,310785332,503679,6190973.3
310791504,310785340,562522.9,6275347.2
310789144,310785381,574159.1,6286524.4
310783022,310785399,571272.7,6280272.9
310001334,310785944,573812.7,6282055.4
310001334,310785951,571852.1,6277166.4
310001334,310785969,575140.7,6276499.4
310001334,310785977,574208.6,6276717
310001334,310785993,576445.3,6281219.2
310001334,310786009,565351.5,6280746.1
310788625,310786108,542739,6293998.1
310001359,310786165,571879.7,6279243.2
930019229,310786173,571879.7,6279243.2
310024419,310786215,533508,6224335.8
310786256,310786264,563211.2,6261866.4
310001334,310786272,574768.3,6279290.7
310001169,310786280,515116.6,6226027.6
310791520,310786298,587789.1,6300811.5
310788740,310786306,551367.3,6270348.2
310787593,310786314,566463.1,6272209.7
310001433,310786389,565871.1,6279156.5
310790282,310786405,574792.4,6278500.9
310783022,310786421,575052.3,6279602
750721334,310786439,569734.1,6279802.2
310790654,310786454,514152.1,6226229.6
310788690,310786462,584805.2,6292055.5
310788682,310786520,574922.2,6279887.1
310788682,310786538,574125.7,6279115.8
310788682,310786546,513710.6,6226464
310788682,310786561,564406.5,6263815.7
310788682,310786579,577263.2,6285334.4
310788682,310786587,570336.4,6275467.6
310001466,310786595,568200.2,6278307.9
310787692,310786603,576698.2,6273036
600000426,310786611,574119.8,6279659.2
310788815,310786629,577358.1,6279680.6
310001474,310786637,571328.1,6279366.4
310001482,310786645,568887.9,6266110.7
310788815,310786678,573159.5,6279683.2
310783022,310786686,574032,6278779.9
310000658,310786694,576721.4,6251445.3
750043713,310786702,572918.8,6285502.2
690793195,310786801,574255.2,6280134.7
310788740,310786827,561391.5,6277535.9
310783022,310786843,572515.5,6278903.6
310001532,310786850,514764.6,6225794.2
310000724,310786876,579726.5,6307977.5
310787510,310786884,502817.3,6190719.7
310787544,310786900,555993.8,6245458.3
310787825,310786918,564972.7,6264279
310787759,310786942,563887.4,6249156
310787668,310786991,560112.8,6252180.1
310787593,310787031,566047.1,6272326.7
310018544,310787064,580870,6247203.6
310787684,310787072,571669.9,6271263.3
310787643,310787080,501832.5,6223804
310792973,310787106,565178.8,6280553.4
310001540,310787114,573885.9,6280560
310788690,310787148,584805.2,6292055.5
310001615,310787197,542742.5,6293980.7
310787411,310787213,552593.9,6242084.5
310791272,310787247,561419.3,6254457.4
310787460,310787270,503286.1,6222230.2
310787478,310787288,563393,6267349.2
310781406,310787304,570978.2,6280668.2
920030186,310787320,565809.1,6280974.4
750043713,310787338,575998.4,6278490.2
310788898,310787353,573204.2,6278756.6
310001631,310787361,572655.8,6274666.1
310782446,310787387,569348.2,6275585.9
310001656,310787395,576470.5,6278395.1
310001664,310787932,553533.4,6269737.5
310000690,310787940,544144.5,6235869
310000674,310787957,509516,6246170.9
310788898,310787965,570336.4,6275467.6
310180013,310788021,503130.3,6191561.3
750713406,310788070,573052.2,6281789.1
310788682,310788138,570336.4,6275467.6
310001706,310788146,542893.1,6244423
310788831,310788369,565797.7,6281223.6
310788831,310788377,565864,6279231.3
310795349,310788393,545377.3,6258032
310787726,310788401,554017.3,6241524.7
310024419,310788443,554776.7,6275586.9
310024419,310788450,582187.5,6273495
310001730,310788484,574835.4,6273986.7
310792718,310788500,574742.1,6279113.5
310792049,310788518,579037.7,6274162.7
310792049,310788534,575160.3,6279755.3
310792049,310788542,575953.6,6276970.7
310792049,310788559,514168.8,6225818.5
310783022,310788583,575019.1,6280069.9
310791504,310788633,573777.4,6289547.4
310787643,310788658,501559.3,6224224.7
310780754,310788757,555939.3,6247187.9
310780754,310788781,571058.6,6275477.9
310780754,310788922,565162.6,6272475.5
310788591,310789003,528684.5,6237251.7
310787551,310789011,578590,6270077.5
310795349,310789037,545695.4,6257965.1
310787494,310789052,547564.4,6258901.2
310782446,310789235,596184,6256146.2
310782446,310789268,574398.9,6277482.4
310788104,310790027,572426,6284130.9
310791504,310790050,571534.5,6270690.2
310782446,310790183,562909.5,6275228.6
310035332,310790209,503106.4,6190185.9
310781406,310790332,570764.4,6281026.6
310780713,310790431,619402.3,6262314.7
310790464,310790472,582019.1,6272653.5
310795349,310790480,543060.7,6262081.5
310790514,310790522,581765,6270979.9
310788732,310790563,575468.8,6279913
310788666,310790597,543081.7,6244701
310001813,310790621,581609.3,6287668.8
310790654,310790662,514195.7,6226296
310030788,310790720,553533.4,6269737.5
310791223,310791231,573910,6280893.9
310791249,310791256,574893.2,6280610
310791397,310791405,596636.3,6256816.6
310791504,310791421,560339.6,6281169.8
310791504,310791546,563671.3,6261644.3
310791827,310791835,571882.4,6280520.1
310782446,310791967,619094.8,6262884.9
310788898,310792015,573199,6278771.4
310001334,310792023,571770,6276329.8
310002050,310792031,564111.8,6269864.4
310780671,310792056,513155.6,6226716.4
310033659,310792064,569385,6283837.1
310780713,310792080,619402.3,6262314.7
310780754,310792098,563972.6,6267170.7
250018934,310792130,587527.1,6262703.5
310002092,310792148,587677.5,6301006.1
310002100,310792155,587138.2,6252554.9
310002118,310792189,575445.8,6280609.7
310024419,310792205,582782.3,6278841.8
310024419,310792262,582506.8,6273684.2
310024419,310792338,514725,6226213.6
310780671,310792353,513155.6,6226716.4
310792478,310792486,579713.6,6308100.3
310788104,310792494,549994.7,6267672.2
310795232,310792544,573986.5,6293034.2
310002191,310792635,580599.9,6284386.7
310791504,310792692,571261.5,6281356.6
310006978,310792700,563791.1,6281166.1
310788997,310792742,551627.2,6270152.8
310782446,310792809,569026.9,6275804.8
310788831,310792817,565801.7,6281183.5
310026133,310792825,572666.4,6276151
310026133,310792833,570366.8,6277682
310791504,310792858,571476,6279234.4
310791504,310792866,583518,6269602.8
310788997,310792874,566053.4,6270429.9
310002217,310792890,527707.8,6237705.9
310026901,310792916,533095.4,6222394.3
310025929,310792924,563009.6,6297720.2
310000575,310792940,524880.7,6255679.7
310783022,310792965,574267.9,6278054.9
920026093,310792981,575083.5,6278099.8
310031612,310793039,570643.4,6283087.2
310002233,310793047,581962.7,6273227.2
310788104,310793278,576452.4,6290494.3
310782446,310793286,573702.4,6295822.9
310796172,310793328,583809.5,6278377.7
530007129,310793336,569632.5,6258375.6
310000617,310793401,584390,6301918.9
310000617,310793419,513535.9,6226557.7
310000617,310793435,596146.1,6256396.9
910808781,310793526,570979.4,6274863.1
310000633,310793567,569584.9,6284276.4
310000633,310793575,570758.3,6278105.3
650780174,310793583,514168.8,6225818.5
310788831,310793591,566385.3,6280982.3
310002399,310793641,587089,6263123.5
310781562,310793658,589068,6243586.9
310002407,310793666,576720.2,6276733.4
310033709,310793674,571551.5,6278091.9
310788682,310793773,576277.3,6273733.7
310000617,310793807,557893.8,6281263.2
310002464,310793815,575138.7,6279265.8
250018181,310793906,577235.9,6284884.2
310781562,310794052,576878.3,6281970.5
090784232,310794086,576232.3,6276720.8
310780754,310794094,572280.1,6274381.7
310002613,310794169,578855.8,6279743.8
310782446,310794367,560570.4,6298527.6
310002712,310794417,565563.8,6264320.1
310000633,310794524,513535.9,6226557.7
310000617,310794532,569763.8,6275461.9
310780754,310794573,577979.6,6271559.1
310780754,310794581,573704,6281038
310793443,310794615,559581.9,6256424.6
310788609,310794631,572755.1,6278552.4
310788831,310794680,565856.2,6279218.4
310795349,310794813,557859.9,6273252.5
310786256,310794839,563211.2,6261866.4
310002795,310794854,527787.3,6237664.4
310795349,310794920,550644.5,6250929.7
310795349,310794953,550050.2,6251301.1
310789136,310794961,513607,6226176.9
310795190,310795208,533297.5,6222212.2
310788682,310795281,565897.4,6280281.1
310795356,310795364,580058.5,6286901
750015968,310795380,576979.1,6273162.3
310795448,310795455,571638.6,6278615.3
310785068,310795463,579156.3,6276444.7
310024419,310795471,513212.4,6224966.3
750806606,310796032,574517.5,6277685.8
310796156,310796164,573316.1,6278752.8
