finess;annee;mois;finessGeo;num_UM;type_UM;mode_hospit;date_deb;nblit
330781196;2024;12;330802752;0022;28;C;01/01/2011;13
330781196;2024;12;330781352;0161;29;C;01/08/2015;3
330781196;2024;12;330781360;0064;52;C;01/01/2023;1
330781196;2024;12;330781360;0336;28;C;01/01/2011;14
330781196;2024;12;330781360;0067;28;C;01/01/2011;11
330781196;2024;12;330781360;0106;14A;C;01/01/2023;1
330781196;2024;12;330781360;0039;29;C;01/01/2011;10
330781196;2024;12;330781360;0116;52;C;01/01/2011;11
330781196;2024;12;330781360;0353;70;C;01/01/2019;0
330781196;2024;12;330783648;0257;29;C;01/01/2011;13
330781196;2024;12;330781360;0313;29;C;01/01/2011;3
330781196;2024;12;330781360;0343;03A;C;10/03/2014;1
330781196;2024;12;330783648;0247;29;C;01/01/2011;20
330781196;2024;12;330781360;0270;29;P;01/01/2011;0
330781196;2024;12;330781352;0071;07A;C;01/01/2011;8
330781196;2024;12;330781352;0358;29;C;01/06/2015;4
330781196;2024;12;330781360;0180;28;C;01/01/2011;1
330781196;2024;12;330781360;0356;28;C;28/03/2023;1
330781196;2024;12;330781360;0282;21;P;01/01/2011;26
330781196;2024;12;330781360;0092;53;P;01/01/2011;3
330781196;2024;12;330781360;0046;70;P;01/03/2019;8
330781196;2024;12;330781360;0227;52;P;01/01/2011;5
330781196;2024;12;330781360;0112;70;P;01/01/2011;5
330781196;2024;12;330783648;0324;53;P;01/01/2011;10
330781196;2024;12;330781360;0089;53;P;01/01/2014;3
330781196;2024;12;330781360;0316;53;P;01/01/2011;3
330781196;2024;12;330783648;0319;29;P;01/01/2011;6
330781196;2024;12;330783648;0157;29;P;01/01/2021;0
330781196;2024;12;330783648;0265;29;P;01/01/2015;2
330781196;2024;12;330783648;0033;29;P;01/01/2011;30
330781196;2024;12;330783648;0088;29;P;01/01/2016;15
330781196;2024;12;330781360;0153;28;P;01/01/2011;1
330781196;2024;12;330783648;0007;29;P;01/01/2011;12
330781196;2024;12;330781360;0036;29;P;01/01/2011;2
330781196;2024;12;330781360;0160;28;P;01/01/2016;6
330781196;2024;12;330781360;0152;23;P;01/01/2011;6
330781196;2024;12;330783648;0332;29;P;01/01/2017;1
330781196;2024;12;330783648;0334;29;P;01/01/2011;12
330781196;2024;12;330781352;0159;29;P;01/01/2011;9
330781196;2024;12;330781360;0331;29;C;07/04/2022;4
330781196;2024;12;330781360;0015;29;C;01/01/2011;4
330781196;2024;12;330781352;0344;29;P;01/01/2017;2
330781196;2024;12;330781360;0105;29;P;01/01/2014;2
330781196;2024;12;330783648;0006;42;P;01/01/2011;0
330781196;2024;12;330781360;0026;29;P;01/01/2011;12
330781196;2024;12;330781360;0035;29;P;01/10/2014;4
330781196;2024;12;330781360;0200;29;P;01/01/2011;12
330781196;2024;12;330781360;0302;29;P;07/04/2022;4
330781196;2024;12;330781352;0323;40;P;01/01/2011;13
330781196;2024;12;330781352;0073;29;P;01/01/2011;12
330781196;2024;12;330781360;0102;29;P;07/04/2022;4
330781196;2024;12;330783648;0169;50;P;01/01/2019;1
330781196;2024;12;330783648;0110;29;P;01/01/2015;3
330781196;2024;12;330781360;0048;40;P;01/01/2016;1
330781196;2024;12;330783648;0075;28;P;01/01/2011;5
330781196;2024;12;330781360;0284;28;P;01/01/2016;1
330781196;2024;12;330781360;0111;73;P;01/01/2011;5
330781196;2024;12;330783648;0213;29;P;01/01/2011;2
330781196;2024;12;330781360;0351;61;C;01/01/2014;1
330781196;2024;12;330781360;0209;28;P;13/07/2022;1
330781196;2024;12;330781352;0274;29;P;01/01/2011;4
330781196;2024;12;330781360;0146;28;P;01/01/2011;3
330781196;2024;12;330781360;0251;53;P;01/01/2018;4
330781196;2024;12;330802752;0019;28;P;01/01/2011;6
330781196;2024;12;330783648;0273;29;P;01/01/2017;1
330781196;2024;12;330781360;0337;29;P;01/01/2011;5
330781196;2024;12;330781360;0306;29;P;29/07/2022;2
330781196;2024;12;330781360;0069;28;P;01/01/2014;1
330781196;2024;12;330781360;0190;29;P;01/01/2021;0
330781196;2024;12;330783648;0029;29;P;01/01/2017;5
330781196;2024;12;330781360;0130;70;P;01/01/2011;3
330781196;2024;12;330781360;0310;28;P;01/01/2016;2
330781196;2024;12;330781360;0149;53;P;01/01/2011;4
330781196;2024;12;330781352;0236;29;P;01/01/2017;1
330781196;2024;12;330783648;0011;29;P;02/11/2022;0
330781196;2024;12;330781360;0359;53;P;01/01/2011;3
330781196;2024;12;330781360;0258;29;P;12/09/2022;0
330781196;2024;12;330781352;0117;29;P;01/01/2017;2
330781196;2024;12;330783648;0230;29;P;22/11/2022;0
330781196;2024;12;330781360;0077;29;P;01/01/2021;0
330781196;2024;12;330781352;0268;29;P;01/01/2011;2
330781196;2024;12;330783648;0182;29;P;01/01/2021;0
330781196;2024;12;330783648;0054;29;P;01/01/2021;0
330781196;2024;12;330783648;0322;07A;C;01/01/2017;0
330781196;2024;12;330781360;0008;53;P;01/01/2011;3
330781196;2024;12;330781360;0083;53;P;01/01/2011;5
330781196;2024;12;330781360;0326;53;P;01/01/2019;1
330781196;2024;12;330781360;0037;22;P;01/01/2011;6
330781196;2024;12;330781360;0158;53;P;01/01/2016;3
330781196;2024;12;330781360;0052;70;P;01/03/2019;2
330781196;2024;12;330781360;0078;28;P;28/03/2023;1
330781196;2024;12;330781360;0341;53;C;01/01/2011;5
330781196;2024;12;330781360;0132;29;P;01/01/2021;0
330781196;2024;12;330781360;0204;28;P;01/01/2011;2
330781196;2024;12;330781360;0346;28;P;28/03/2023;1
330781196;2024;12;330781360;0168;53;P;01/01/2016;3
330781196;2024;12;330781360;0233;29;P;01/01/2021;0
330781196;2024;12;330781360;0136;29;P;03/01/2023;0
330781196;2024;12;330783648;0361;29;C;01/01/2011;0
330781196;2024;12;330783648;0148;29;P;04/04/2022;5
330781196;2024;12;330781352;0260;29;P;01/01/2019;1
330781196;2024;12;330781360;0018;28;P;01/01/2011;3
330781196;2024;12;330783648;0167;29;P;01/01/2019;10
330781196;2024;12;330781360;0074;29;P;01/01/2011;2
330781196;2024;12;330781360;0165;28;P;08/03/2023;0
330781196;2024;12;330781360;0108;53;P;01/01/2021;0
330781196;2024;12;330781352;0060;29;P;01/01/2011;2
330781196;2024;12;330781360;0277;29;P;01/01/2011;3
330781196;2024;12;330781360;0244;29;C;01/01/2019;3
330781196;2024;12;330781360;0311;53;P;01/01/2019;1
330781196;2024;12;330781360;0206;36;P;01/10/2014;1
330781196;2024;12;330783648;0220;28;P;01/01/2011;2
330781196;2024;12;330781352;0287;29;P;01/01/2011;4
330781196;2024;12;330781360;0266;53;P;09/05/2023;0
330781196;2024;12;330781360;0121;29;P;17/10/2022;0
330781196;2024;12;330783648;0087;29;P;20/02/2023;0
330781196;2024;12;330783648;0093;29;P;01/01/2017;1
330781196;2024;12;330781360;0024;07B;C;01/01/2011;0
330781196;2024;12;330781360;0271;40;C;01/01/2011;2
330781196;2024;12;330781360;0147;53;C;01/01/2011;5
330781196;2024;12;330781360;0119;53;C;01/01/2018;8
330781196;2024;12;330783648;0286;29;P;08/03/2023;1
330781196;2024;12;330781360;0276;29;P;01/01/2020;0
330781196;2024;12;330781360;0298;29;P;01/01/2011;2
330781196;2024;12;330781360;0224;28;P;01/01/2021;1
330781196;2024;12;330783648;0143;29;P;01/01/2024;0
330781196;2024;12;330781360;0327;29;C;01/01/2011;6
330781196;2024;12;330781360;0145;03A;C;01/07/2008;1
330781196;2024;12;330781360;0044;29;C;01/01/2011;4
330781196;2024;12;330783648;0127;29;C;01/01/2011;18
330781196;2024;12;330783648;0340;53;P;01/01/2019;0
330781196;2024;12;330783648;0028;29;C;01/01/2011;10
330781196;2024;12;330781360;0183;29;P;01/07/2022;0
330781196;2024;12;330783648;0045;29;C;01/01/2011;7
330781196;2024;12;330783648;0296;29;C;01/01/2011;5
330781196;2024;12;330781352;0264;29;C;01/01/2018;6
330781196;2024;12;330781360;0120;20;C;01/01/2011;5
330781196;2024;12;330781352;0194;29;C;01/01/2018;4
330781196;2024;12;330781360;0246;29;P;01/01/2021;0
330781196;2024;12;330783648;0261;29;P;06/02/2023;0
330781196;2024;12;330783648;0223;29;P;01/01/2015;2
330781196;2024;12;330781360;0065;28;P;01/01/2022;0
330781196;2024;12;330783648;0192;29;C;01/01/2020;5
330781196;2024;12;330781352;0001;29;C;01/01/2018;4
330781196;2024;12;330781360;0293;29;P;22/11/2022;0
330781196;2024;12;330781360;0118;28;C;24/04/2023;1
330781196;2024;12;330783648;0141;53;P;01/01/2016;3
330781196;2024;12;330783648;0207;29;C;01/01/2016;6
330781196;2024;12;330781337;0196;27;P;01/01/2011;4
330781196;2024;12;330781360;0133;28;P;01/01/2023;0
330781196;2024;12;330781360;0186;29;P;01/01/2020;0
330781196;2024;12;330781360;0232;53;C;01/01/2016;18
330781196;2024;12;330781360;0002;53;P;01/01/2021;0
330781196;2024;12;330781360;0066;29;P;01/01/2022;0
330781196;2024;12;330781352;0123;08;C;01/01/2011;1
330781196;2024;12;330781360;0151;29;P;17/10/2022;0
330781196;2024;12;330781352;0047;40;P;01/01/2021;1
330781196;2024;12;330781360;0259;52;C;01/01/2018;1
330781196;2024;12;330781360;0144;53;P;01/01/2016;3
330781196;2024;12;330781360;0042;70;P;01/01/2016;2
330781196;2024;12;330781360;0189;53;P;01/01/2021;0
330781196;2024;12;330783648;0202;29;P;02/11/2022;0
330781196;2024;12;330781360;0315;28;C;01/01/2016;2
330781196;2024;12;330781360;0329;29;P;01/01/2019;1
330781196;2024;12;330781360;0198;52;C;01/01/2018;1
330781196;2024;12;330781360;0241;29;C;01/01/2021;1
330781196;2024;12;330781360;0362;28;P;08/01/2024;0
330781196;2024;12;330781360;0191;53;C;01/01/2016;9
330781196;2024;12;330781360;0017;53;C;01/01/2011;2
330781196;2024;12;330783648;0030;29;P;01/09/2023;0
330781196;2024;12;330781360;0283;53;P;01/01/2011;5
330781196;2024;12;330781360;0304;53;P;01/01/2014;3
330781196;2024;12;330781360;0061;29;C;13/02/2024;4
330781196;2024;12;330781360;0305;29;C;13/02/2024;4
330781196;2024;12;330783648;0099;29;P;01/01/2022;0
330781196;2024;12;330781360;0179;51;C;01/01/2011;12
330781196;2024;12;330781360;0318;53;P;01/01/2021;0
330781196;2024;12;330783648;0262;29;C;27/02/2024;6
330781196;2024;12;330783648;0312;29;C;27/02/2024;2
330781196;2024;12;330783648;0347;29;C;27/02/2024;6
330781196;2024;12;330781360;0156;29;P;01/01/2021;0
330781196;2024;12;330781360;0354;29;P;01/06/2023;0
330781196;2024;12;330783648;0187;29;C;27/02/2024;2
330781196;2024;12;330781352;0294;29;C;06/06/2024;0
330781196;2024;12;330783648;0339;29;P;01/01/2024;0
330781196;2024;12;330781360;0170;53;P;22/04/2024;0
330781196;2024;12;330781360;0171;28;P;27/03/2024;0
330781196;2024;12;330783648;0185;29;P;01/01/2022;0
330781196;2024;12;330783648;0114;29;P;01/09/2023;0
330781196;2024;12;330781360;0173;28;P;27/03/2024;0
330781196;2024;12;330781360;0072;28;P;27/03/2024;0
330781196;2024;12;330781337;0094;27;P;08/04/2024;0
330781196;2024;12;330783648;0101;29;C;01/01/2018;1
330781196;2024;12;330781360;0299;28;P;02/04/2024;0
330781196;2024;12;330781360;0345;28;P;27/03/2024;0
330781196;2024;12;330781352;0216;29;P;01/05/2024;0
330781196;2024;12;330781360;0281;52;C;01/01/2018;1
330781196;2024;12;330781360;0237;29;P;04/03/2024;0
330781196;2024;12;330781360;0084;29;C;01/01/2021;8
330781196;2024;12;330783648;0038;03A;C;10/10/2024;1
330781196;2024;12;330781360;0085;28;C;01/08/2024;6
330781196;2024;12;330781352;0063;29;C;04/03/2024;4
330781196;2024;12;330783648;0256;29;P;01/01/2017;1
330781196;2024;12;330783648;0239;29;P;01/01/2024;0
330781196;2024;12;330781337;0218;29;P;28/09/2023;0
330781196;2024;12;330781360;0178;28;C;01/08/2024;6
330781196;2024;12;330781352;0137;29;P;11/06/2024;0
330781196;2024;12;330781352;0082;29;C;07/02/2024;11
330781196;2024;12;330781352;0076;29;C;07/02/2024;5
330781196;2024;12;330781352;0300;29;P;06/06/2024;0
330781196;2024;12;330781360;0113;16;C;14/10/2024;8
330781196;2024;12;330781360;0226;01A;C;14/10/2024;12
330781196;2024;12;330783648;0195;29;P;02/11/2022;0
330781196;2024;12;330783648;0320;29;P;23/07/2024;0
330781196;2024;12;330783648;0034;53;C;01/01/2019;4
330781196;2024;12;330781360;0349;53;C;28/10/2024;15
330781196;2024;12;330783648;0350;29;P;28/10/2024;3
330781196;2024;12;330783648;0010;29;P;01/01/2024;0
330781196;2024;12;330781360;0175;28;P;28/11/2024;0
330781204;2024;12;330000555;0015;29;P;18/05/2010;0
330781204;2024;12;330000555;0017;53;C;01/01/2006;0
330781204;2024;12;330000555;0033;29;P;01/07/2019;0
330781204;2024;12;330000555;0025;29;C;01/12/2014;0
330781204;2024;12;330000555;0002;53;P;18/05/2010;0
330781204;2024;12;330000555;0013;61;P;01/12/2014;0
330781204;2024;12;330000555;0026;29;C;01/01/2006;0
330781204;2024;12;330000555;0034;29;P;18/05/2010;0
330781204;2024;12;330000555;0016;03A;C;01/04/2007;12
330781204;2024;12;330000555;0028;53;P;18/05/2010;0
330781204;2024;12;330000555;0032;43;P;01/01/2015;0
330781204;2024;12;330000555;0012;29;P;01/07/2019;0
330781204;2024;12;330000555;0008;53;C;01/01/2006;0
330781204;2024;12;330000555;0038;53;P;18/05/2010;0
330781204;2024;12;330000555;0014;70;C;01/01/2006;0
330781204;2024;12;330000555;0020;73;P;01/01/2016;0
330781204;2024;12;330000555;0024;17;C;15/03/2019;0
330781204;2024;12;330000555;0018;18;C;15/03/2019;4
330781204;2024;12;330000555;0041;29;C;01/01/2006;0
330781204;2024;12;330000555;0044;29;P;01/07/2019;0
330781204;2024;12;330000555;0042;28;P;01/07/2019;0
330781204;2024;12;330000555;0023;29;C;01/01/2011;0
330781204;2024;12;330000555;0001;53;C;01/01/2013;0
330781204;2024;12;330000555;0029;07A;C;01/01/2006;0
330781204;2024;12;330000555;0021;71;C;01/01/2006;0
330781204;2024;12;330000555;0040;27;C;10/10/2005;0
330781204;2024;12;330000555;0045;29;P;01/08/2023;0
330781204;2024;12;330000555;0030;29;P;01/07/2019;0
330781204;2024;12;330000555;0043;29;C;01/01/2015;0
330781204;2024;12;330000555;0006;29;P;01/07/2019;0
330781204;2024;12;330000555;0035;29;P;01/07/2019;0
330781204;2024;12;330000555;0031;71;P;01/01/2023;0
330781204;2024;12;330000555;0005;04;C;27/09/2022;0
330781204;2024;12;330000555;0019;70;P;01/01/2006;0
330781204;2024;12;330000555;0007;71;C;01/07/2023;0
330781204;2024;12;330000555;0027;27;P;18/05/2010;0
330781204;2024;12;330000555;0003;28;C;01/01/2006;0
330781204;2024;12;330000555;0010;70;P;01/01/2022;0
330781204;2024;12;330000555;0039;29;P;01/10/2022;0
330781204;2024;12;330000555;0037;29;P;01/01/2023;0
330781204;2024;12;330000555;0011;29;P;01/07/2019;0
330781204;2024;12;330000555;0004;29;P;01/02/2024;0
330781204;2024;12;330000555;0009;29;C;01/01/2024;0
330781204;2024;12;330000555;0022;29;P;01/03/2024;0
330781204;2024;12;330000555;0036;02C;C;11/10/2024;12
330781212;2024;12;330804501;0001;29;C;01/01/2010;40
330781220;2024;12;330000571;0010;53;P;01/01/2004;0
330781220;2024;12;330000571;0016;53;P;01/01/2004;0
330781220;2024;12;330000571;0024;29;P;01/01/2004;0
330781220;2024;12;330000571;0017;53;P;01/01/2004;0
330781220;2024;12;330000571;0013;29;C;01/01/2004;0
330781220;2024;12;330000571;0014;53;P;01/01/2004;0
330781220;2024;12;330000571;0006;53;P;01/01/2004;0
330781220;2024;12;330000571;0018;53;P;01/01/2004;0
330781220;2024;12;330000571;0015;73;P;01/01/2004;0
330781220;2024;12;330000571;0022;29;C;01/01/2004;0
330781220;2024;12;330000571;0019;29;C;01/01/2004;0
330781220;2024;12;330000571;0005;70;C;01/01/2004;0
330781220;2024;12;330000571;0007;53;C;01/01/2004;0
330781220;2024;12;330000571;0009;29;C;01/01/2004;0
330781220;2024;12;330000571;0023;03A;C;31/03/2007;6
330781220;2024;12;330000571;0021;53;C;01/01/2004;0
330781220;2024;12;330000571;0001;53;P;01/01/2004;0
330781220;2024;12;330000571;0012;53;C;01/01/2004;0
330781220;2024;12;330000571;0020;71;C;01/01/2004;0
330781220;2024;12;330000571;0008;71;C;01/01/2004;0
330781220;2024;12;330000571;0025;07A;C;01/01/2005;3
330781220;2024;12;330000571;0004;73;C;01/01/2004;0
330781220;2024;12;330000571;0011;73;C;01/01/2004;0
330781220;2024;12;330000571;0003;53;C;01/01/2004;0
330781220;2024;12;330000571;0002;71;C;01/01/2004;0
330781220;2024;12;330000571;0026;53;C;01/01/2004;0
330781253;2024;12;330000605;0024;29;P;01/11/2016;0
330781253;2024;12;330000605;0065;03A;C;31/03/2007;12
330781253;2024;12;330000605;0021;01A;C;31/03/2007;12
330781253;2024;12;330000605;0050;53;C;01/01/2018;30
330781253;2024;12;330000605;0061;29;C;01/01/2011;0
330781253;2024;12;330000605;0002;29;C;01/01/2013;0
330781253;2024;12;330000605;0043;29;C;01/01/2011;0
330781253;2024;12;330000605;0052;29;C;01/01/2011;0
330781253;2024;12;330000605;0049;29;C;01/01/2020;10
330781253;2024;12;330000605;0057;07A;C;01/01/2005;6
330781253;2024;12;330000605;0001;29;C;01/01/2011;0
330781253;2024;12;330000605;0028;17;C;01/04/2016;8
330781253;2024;12;330000605;0055;40;C;01/01/2011;0
330781253;2024;12;330000605;0068;05;C;31/05/2007;3
330781253;2024;12;330000605;0034;27;C;15/10/2012;15
330781253;2024;12;330000605;0062;02A;C;01/04/2009;8
330781253;2024;12;330000605;0006;27;C;01/01/2008;29
330781253;2024;12;330000605;0004;29;C;01/01/2016;4
330781253;2024;12;330000605;0003;53;C;01/01/2018;30
330781253;2024;12;330000605;0063;70;C;01/01/2011;0
330781253;2024;12;330000605;0066;28;C;01/01/2011;0
330781253;2024;12;330000605;0013;18;C;26/04/2016;4
330781253;2024;12;330000605;0040;29;C;01/01/2011;0
330781253;2024;12;330000605;0044;29;C;01/01/2011;0
330781253;2024;12;330000605;0054;53;C;01/01/2018;26
330781253;2024;12;330000605;0058;53;C;01/01/2018;30
330781253;2024;12;330000605;0067;29;C;01/01/2011;0
330781253;2024;12;330000605;0026;29;C;01/01/2011;0
330781253;2024;12;330000605;0033;28;C;01/01/2011;0
330781253;2024;12;330000605;0060;71;C;01/01/2011;0
330781253;2024;12;330000605;0027;53;P;23/12/2002;12
330781253;2024;12;330000605;0005;29;C;01/01/2016;4
330781253;2024;12;330000605;0038;14A;C;17/05/2019;4
330781253;2024;12;330000605;0042;29;C;01/11/2017;3
330781253;2024;12;330000605;0059;29;C;01/01/2021;5
330781253;2024;12;330058355;0069;07A;C;01/01/2000;2
330781253;2024;12;330000605;0022;07B;C;01/01/2018;3
330781253;2024;12;330000605;0007;29;C;01/01/2011;0
330781253;2024;12;330000605;0051;27;P;15/10/2012;5
330781253;2024;12;330000605;0071;29;P;01/03/2023;0
330781253;2024;12;330000605;0009;29;P;01/01/2022;0
330781253;2024;12;330000605;0039;29;P;01/01/2011;0
330781253;2024;12;330000605;0023;28;P;01/01/2011;0
330781253;2024;12;330000605;0064;70;C;01/01/2011;0
330781253;2024;12;330000605;0016;04;C;31/05/2007;9
330781253;2024;12;330000605;0017;29;P;01/01/2011;0
330781253;2024;12;330000605;0045;29;P;01/01/2023;5
330781253;2024;12;330000605;0047;29;P;01/01/2022;0
330781253;2024;12;330000605;0041;53;P;01/01/2023;0
330781253;2024;12;330000605;0070;29;P;01/01/2011;0
330781253;2024;12;330000605;0012;29;P;01/01/2022;0
330781253;2024;12;330000605;0011;29;P;01/03/2023;0
330781253;2024;12;330000605;0015;29;C;01/01/2015;10
330781253;2024;12;330000605;0014;08;C;30/09/2024;12
330781253;2024;12;330000605;0048;42;P;01/01/2011;0
330781253;2024;12;330000605;0025;43;P;01/01/2019;5
330781253;2024;12;330000605;0053;43;P;01/01/2019;5
330781253;2024;12;330000605;0020;43;P;01/01/2019;5
330781253;2024;12;330000605;0035;43;P;01/01/2019;5
330781253;2024;12;330000605;0019;43;P;01/01/2019;5
330781253;2024;12;330000605;0032;42;P;01/01/2013;0
330781253;2024;12;330000605;0008;21;P;01/01/2014;10
330781253;2024;12;330000605;0018;43;P;01/01/2023;4
330781253;2024;12;330000605;0036;23;P;28/03/2018;2
330781253;2024;12;330000605;0056;21;P;06/02/2007;17
330781253;2024;12;330000605;0031;21;P;03/02/2007;17
330781253;2024;12;330000605;0010;21;P;06/02/2007;17
330781253;2024;12;330000605;0037;21;P;06/02/2007;17
330781253;2024;12;330000605;0029;21;P;06/02/2007;17
330781253;2024;12;330000605;0030;21;P;06/02/2007;17
330781253;2024;12;330000605;0046;21;P;06/02/2007;17
330781261;2024;12;330000613;0001;29;C;01/01/2015;2
330781261;2024;12;330000613;0002;29;C;01/01/2015;14
330781261;2024;12;330000613;0003;27;C;01/01/2015;19
330781303;2024;12;330781303;0001;29;P;01/01/2011;20
330781303;2024;12;330781303;0005;01A;C;01/01/2011;9
330781303;2024;12;330781303;0003;07A;C;01/01/2011;4
330781303;2024;12;330781303;0002;53;P;01/01/2011;20
330781303;2024;12;330781303;0004;53;C;01/01/2011;20
330781303;2024;12;330781303;0006;29;C;01/01/2011;20
330781402;2024;12;330781402;0003;53;C;01/01/2006;1
330781402;2024;12;330781402;0006;29;C;01/01/2006;1
330781402;2024;12;330781402;0001;07A;C;19/05/2022;6
330781402;2024;12;330781402;0004;53;P;01/01/2006;8
330781402;2024;12;330781402;0005;53;C;01/01/2006;1
330781402;2024;12;330781402;0002;43;P;01/01/2006;1
330781402;2024;12;330781402;0007;53;C;01/01/2006;1
330782582;2024;12;330782582;0006;01A;C;01/01/1980;8
330782582;2024;12;330782582;0004;29;C;01/01/1980;101
330782582;2024;12;330782582;0003;53;C;01/01/1980;52
330782582;2024;12;330782582;0002;73;C;01/01/1980;42
330782582;2024;12;330782582;0001;53;P;01/01/1980;10
330782582;2024;12;330782582;0005;29;P;01/01/1980;1
330783374;2024;12;330783374;0001;21;P;01/01/2006;32
330783374;2024;12;330783374;0002;21;P;01/01/2012;1
340000025;2024;12;340000025;0003;28;P;01/01/1900;2
340000025;2024;12;340000025;0001;28;P;01/01/1900;3
340000025;2024;12;340000025;0004;28;P;01/01/2021;2
340000025;2024;12;340000025;0005;28;P;01/01/2021;3
340000025;2024;12;340000025;0002;28;P;01/01/1900;2
340000207;2024;12;340000207;0015;43;P;01/05/2021;0
340000207;2024;12;340000207;0021;43;P;01/05/2021;8
340000207;2024;12;340000207;0017;43;P;19/01/2015;38
340000207;2024;12;340000207;0032;43;P;01/11/2019;2
340000207;2024;12;340000207;0011;40;C;29/06/2014;19
340000207;2024;12;340000207;0025;43;P;01/01/2020;2
340000207;2024;12;340000207;0024;40;C;01/06/2014;3
340000207;2024;12;340000207;0029;02B;C;01/01/2019;4
340000207;2024;12;340000207;0005;40;C;15/06/2015;24
340000207;2024;12;340000207;0007;41;C;01/01/2021;52
340000207;2024;12;340000207;0003;42;P;01/01/2017;0
340000207;2024;12;340000207;0030;03A;C;01/01/2019;4
340000207;2024;12;340000207;0012;40;C;01/01/2022;18
340000207;2024;12;340000207;0004;40;C;01/09/2015;12
340000207;2024;12;340000207;0022;42;P;01/01/2023;0
340000207;2024;12;340000207;0016;41;P;01/01/2000;17
340000207;2024;12;340000207;0028;43;P;19/01/2015;8
340000207;2024;12;340000207;0018;43;P;01/01/2022;2
340000207;2024;12;340000207;0023;40;M;01/10/2011;10
340000207;2024;12;340000207;0027;40;C;01/09/2015;3
340000207;2024;12;340000207;0009;43;P;01/01/2022;2
340000207;2024;12;340000207;0020;42;P;01/01/2017;0
340000207;2024;12;340000207;0001;42;P;01/01/2017;0
340000207;2024;12;340000207;0013;42;P;01/01/2017;0
340000207;2024;12;340000207;0031;43;P;30/01/2024;4
340000207;2024;12;340000207;0008;42;P;01/01/2017;0
340000207;2024;12;340000207;0006;42;P;01/01/2017;0
340000207;2024;12;340000207;0002;42;P;01/01/2017;0
340000207;2024;12;340000207;0010;42;P;01/01/2017;0
340000207;2024;12;340000207;0014;42;P;01/01/2000;0
340000207;2024;12;340000207;0019;40;C;01/12/2024;18
340000207;2024;12;340000207;0026;42;P;01/01/2017;0
340009539;2024;12;340009539;0001;21;P;11/01/2016;34
340009885;2024;12;340009885;0006;03A;C;22/10/2008;4
340009885;2024;12;340009885;0003;29;C;18/05/2006;8
340009885;2024;12;340009885;0002;53;C;26/01/2014;40
340009885;2024;12;340009885;0010;29;C;28/01/2014;20
340009885;2024;12;340009885;0007;71;C;25/08/2015;32
340009885;2024;12;340009885;0008;53;P;26/01/2014;15
340009885;2024;12;340009885;0001;53;M;06/10/2012;1
340009885;2024;12;340009885;0005;71;M;25/08/2015;1
340009885;2024;12;340009885;0009;43;P;18/08/2014;8
340009885;2024;12;340009885;0004;73;M;25/08/2015;1
340009893;2024;12;340780444;0002;29;C;01/01/2010;7
340009893;2024;12;340780444;0001;29;C;01/01/2010;3
340011295;2024;12;340000223;0005;29;C;01/01/2005;34
340011295;2024;12;340000223;0007;03A;C;24/10/2007;4
340011295;2024;12;340000223;0017;29;C;01/11/2014;4
340011295;2024;12;340000223;0001;27;C;23/04/2012;14
340011295;2024;12;340000223;0019;01A;C;01/01/2005;8
340011295;2024;12;340000223;0020;29;C;01/01/2005;22
340011295;2024;12;340000223;0022;02A;C;01/01/2005;6
340011295;2024;12;340780436;0002;27;C;01/03/2016;10
340011295;2024;12;340780436;0018;29;C;01/01/2005;30
340011295;2024;12;340000223;0015;29;C;01/01/2005;34
340011295;2024;12;340000223;0012;53;C;01/01/2005;20
340011295;2024;12;340000223;0003;07A;C;01/01/2005;5
340011295;2024;12;340000223;0016;53;C;01/01/2005;24
340011295;2024;12;340000223;0013;73;C;01/01/2005;25
340011295;2024;12;340000223;0011;28;C;01/01/2005;14
340011295;2024;12;340000223;0014;53;P;01/01/2005;10
340011295;2024;12;340000223;0009;29;P;01/01/2005;11
340011295;2024;12;340000223;0004;29;P;01/01/2005;1
340011295;2024;12;340000223;0021;04;C;28/05/2013;5
340011295;2024;12;340000223;0010;73;C;01/01/2005;1
340011295;2024;12;340000223;0006;73;P;01/01/2005;1
340011295;2024;12;340000223;0008;28;P;01/01/2024;2
340013119;2024;12;340013119;0001;34;P;27/07/2010;22
340013168;2024;12;340013168;0003;23;P;27/07/2010;20
340013168;2024;12;340013168;0001;23;P;27/07/2010;20
340013168;2024;12;340013168;0002;23;P;27/07/2010;20
340013218;2024;12;340013218;0003;34;P;27/06/2013;6
340013218;2024;12;340013218;0001;23;P;27/06/2013;6
340013218;2024;12;340013218;0002;23;P;27/06/2013;6
340013259;2024;12;340013259;0001;34;P;27/07/2010;6
340013309;2024;12;340013309;0001;23;P;01/01/1900;10
340013309;2024;12;340013309;0001;23;P;01/01/2015;0
340013309;2024;12;340013309;0003;34;P;27/07/2010;9
340013309;2024;12;340013309;0002;23;P;01/01/1900;10
340013309;2024;12;340013309;0002;23;P;01/01/2015;0
340013358;2024;12;340013358;0001;34;P;27/07/2010;6
340013499;2024;12;340013499;0001;34;P;27/07/2010;10
340015502;2024;12;340015502;0008;03A;C;01/03/2012;24
340015502;2024;12;340015502;0003;53;C;01/01/2012;140
340015502;2024;12;340015502;0007;01A;C;01/01/2014;16
340015502;2024;12;340015502;0009;27;C;01/01/2016;99
340015502;2024;12;340015502;0012;29;C;01/01/2016;99
340015502;2024;12;340015502;0014;50;C;01/01/2012;26
340015502;2024;12;340015502;0004;17;C;01/01/2016;10
