"","fi","an","fi_ej","rs","grp","stjr","cat","dep","reg","espic","COMINSEE","DISCI","DISCIPLINE","LIT","SEJHC","JOU","PLA","SEJHP","PAS","SEJACC","IVG","SEHEM","SERAD","SECHI"
"147","030002208",2024,"030002158","CH DPT COEUR DU BOURBONNAIS TRONGET","04",1,355,"03","84",1,"03292",24000,"Soins de suite et réadaptation",89,1058,26006,0,0,NA,NA,NA,NA,NA,NA
"148","030003669",2024,"630000990","AURA SANTE MONTLUCON","07",3,146,"03","84",6,"03185",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,7836,NA,NA
"149","030003719",2024,"630000990","AURA SANTE MOULINS","07",3,146,"03","84",6,"03190",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,4475,NA,NA
"150","030003768",2024,"630000990","AURA SANTE VICHY","07",3,146,"03","84",6,"03310",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,7915,NA,NA
"151","030007942",2024,"030002158","CH DPT COEUR BOURBONNAIS ST POURCAIN","04",1,355,"03","84",1,"03254",21100,"Médecine",10,181,3697,0,0,NA,NA,NA,NA,NA,NA
"152","030007942",2024,"030002158","CH DPT COEUR BOURBONNAIS ST POURCAIN","04",1,355,"03","84",1,"03254",24000,"Soins de suite et réadaptation",36,479,9667,5,907,NA,NA,NA,NA,NA,NA
"153","030008726",2024,"180006496","CTRE ONCO ST JEAN SITE MOULINS","18",2,699,"03","84",0,"03190",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,NA,9854,NA
"154","030780548",2024,"030000194","POLYCLINIQUE LA PERGOLA","09",2,365,"03","84",0,"03310",21100,"Médecine",14,1916,3408,2,0,NA,NA,NA,NA,NA,2640
"155","030780548",2024,"030000194","POLYCLINIQUE LA PERGOLA","09",2,365,"03","84",0,"03310",21200,"Chirurgie",35,2265,5061,35,7618,NA,NA,NA,NA,NA,NA
"156","030780548",2024,"030000194","POLYCLINIQUE LA PERGOLA","09",2,365,"03","84",0,"03310",24000,"Soins de suite et réadaptation",35,363,9895,20,6212,NA,NA,NA,NA,NA,NA
"157","030781116",2024,"030000426","HOPITAL PRIVE SAINT-FRANCOIS","09",2,365,"03","84",0,"03098",21100,"Médecine",50,1820,16129,3,970,NA,NA,NA,NA,0,6261
"158","030781116",2024,"030000426","HOPITAL PRIVE SAINT-FRANCOIS","09",2,365,"03","84",0,"03098",21200,"Chirurgie",49,2755,6789,28,7494,NA,NA,NA,NA,NA,NA
"159","030781116",2024,"030000426","HOPITAL PRIVE SAINT-FRANCOIS","09",2,365,"03","84",0,"03098",24000,"Soins de suite et réadaptation",38,421,11619,NA,0,NA,NA,NA,NA,NA,NA
"160","030781637",2024,"030780100","SERVICE DE PSYCHIATRIE CHATELARD","14",1,355,"03","84",1,"03217",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",46,568,9644,40,7868,NA,NA,NA,NA,NA,NA
"161","030785430",2024,"030009088","POLYCLINIQUE SAINT-ODILON","09",2,365,"03","84",0,"03190",21100,"Médecine",30,2463,5935,NA,1,NA,NA,NA,NA,NA,400
"162","030785430",2024,"030009088","POLYCLINIQUE SAINT-ODILON","09",2,365,"03","84",0,"03190",21200,"Chirurgie",61,1673,4380,31,6545,NA,NA,NA,NA,NA,NA
"163","040000036",2024,"040780132","EPS PIERRE GROUES DE BARCELONNETTE","04",1,106,"04","93",1,"04019",21100,"Médecine",5,79,744,NA,0,NA,NA,NA,NA,NA,NA
"164","040000036",2024,"040780132","EPS PIERRE GROUES DE BARCELONNETTE","04",1,106,"04","93",1,"04019",24000,"Soins de suite et réadaptation",10,119,3552,NA,0,NA,NA,NA,NA,NA,NA
"165","040000044",2024,"040780140","EPS DUCELIA DE CASTELLANE","04",1,106,"04","93",1,"04039",21100,"Médecine",4,116,911,NA,0,NA,NA,NA,NA,NA,NA
"166","040000044",2024,"040780140","EPS DUCELIA DE CASTELLANE","04",1,106,"04","93",1,"04039",24000,"Soins de suite et réadaptation",5,70,2115,NA,0,NA,NA,NA,NA,NA,NA
"167","040000069",2024,"040780215","CHI MANOSQUE SITE FORCALQUIER","04",1,355,"04","93",1,"04088",24000,"Soins de suite et réadaptation",40,346,11984,7,2645,NA,NA,NA,NA,NA,NA
"168","040000093",2024,"040780215","CHI DE MANOSQUE LOUIS RAFFALLI","04",1,355,"04","93",1,"04112",21100,"Médecine",139,6472,41513,12,353,20764,NA,NA,NA,NA,4190
"169","040000093",2024,"040780215","CHI DE MANOSQUE LOUIS RAFFALLI","04",1,355,"04","93",1,"04112",21200,"Chirurgie",30,1782,7885,10,1872,NA,NA,NA,NA,NA,NA
"170","040000093",2024,"040780215","CHI DE MANOSQUE LOUIS RAFFALLI","04",1,355,"04","93",1,"04112",21300,"Gynéco-Obstétrique",19,962,3192,0,0,NA,593,186,NA,NA,NA
"171","040000119",2024,"040780231","EPS LUMIERE DE RIEZ","04",1,106,"04","93",1,"04166",21100,"Médecine",4,159,1106,0,0,NA,NA,NA,NA,NA,NA
"172","040000119",2024,"040780231","EPS LUMIERE DE RIEZ","04",1,106,"04","93",1,"04166",24000,"Soins de suite et réadaptation",15,249,5078,NA,0,NA,NA,NA,NA,NA,NA
"173","040000127",2024,"040780249","EPS VALLEE DE LA BLANCHE SEYNE ALPES","04",1,106,"04","93",1,"04205",21100,"Médecine",4,80,793,NA,0,NA,NA,NA,NA,NA,NA
"174","040000135",2024,"050002948","CHI DES ALPES DU SUD SITE DE SISTERON","04",1,355,"04","93",1,"04209",21100,"Médecine",20,2155,7406,1,2,14993,NA,NA,NA,NA,NA
"175","040000135",2024,"050002948","CHI DES ALPES DU SUD SITE DE SISTERON","04",1,355,"04","93",1,"04209",24000,"Soins de suite et réadaptation",15,181,4924,10,1606,NA,NA,NA,NA,NA,NA
"176","040000911",2024,"040788879","CENTRE HOSPITALIER DE DIGNE LES BAINS","04",1,355,"04","93",1,"04070",21100,"Médecine",84,3908,28117,25,2036,22954,NA,NA,NA,NA,1599
"177","040000911",2024,"040788879","CENTRE HOSPITALIER DE DIGNE LES BAINS","04",1,355,"04","93",1,"04070",21200,"Chirurgie",24,1291,5806,16,2771,NA,NA,NA,NA,NA,NA
"178","040000911",2024,"040788879","CENTRE HOSPITALIER DE DIGNE LES BAINS","04",1,355,"04","93",1,"04070",21300,"Gynéco-Obstétrique",15,466,1688,1,305,NA,295,84,NA,NA,NA
"179","040000911",2024,"040788879","CENTRE HOSPITALIER DE DIGNE LES BAINS","04",1,355,"04","93",1,"04070",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",80,922,26612,131,18335,NA,NA,NA,NA,NA,NA
"180","040003113",2024,"920040862","CTRE NEPHRO B.BRAUN AVITUM SISTERON","07",2,146,"04","93",0,"04209",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,1284,NA,NA
"181","040780389",2024,"040000150","CLINIQUE JEAN GIONO","09",2,109,"04","93",0,"04112",24000,"Soins de suite et réadaptation",85,605,28380,NA,0,NA,NA,NA,NA,NA,NA
"182","040780405",2024,"040000168","CENTRE DES CARMES","09",2,109,"04","93",0,"04001",24000,"Soins de suite et réadaptation",70,599,23965,5,2376,NA,NA,NA,NA,NA,NA
"183","040780405",2024,"040000168","CENTRE DES CARMES","09",2,109,"04","93",0,"04001",25000,"Soins de longue durée",41,20,10637,NA,NA,NA,NA,NA,NA,NA,NA
"184","040780470",2024,"040000192","CLINIQUE TOUTES AURES","09",2,128,"04","93",0,"04112",21200,"Chirurgie",20,470,1118,24,5489,NA,NA,NA,NA,NA,NA
"185","040780488",2024,"040000200","CRF DE HAUTE PROVENCE L'EAU VIVE","09",2,109,"04","93",0,"04222",24000,"Soins de suite et réadaptation",80,822,27510,10,3992,NA,NA,NA,NA,NA,NA
"186","040780520",2024,"310025010","CLINIQUE LE VERDON","09",2,109,"04","93",0,"04094",24000,"Soins de suite et réadaptation",40,417,14775,NA,0,NA,NA,NA,NA,NA,NA
"187","040782021",2024,"130037815","CTRE SOINS DE SUITE READAPT LE COUSSON","09",3,109,"04","93",6,"04070",24000,"Soins de suite et réadaptation",66,447,19466,NA,0,NA,NA,NA,NA,NA,NA
"188","040784860",2024,"920040862","CTRE NEPHRO B.BRAUN AVITUM MANOSQUE","07",2,141,"04","93",0,"04112",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,19102,NA,NA
"189","040787541",2024,"920040862","CTRE NEPHRO B.BRAUN AVITUM DIGNE","07",2,146,"04","93",0,"04070",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,2029,NA,NA
"190","040788440",2024,"040780215","CHI MANOSQUE USLD SITE SAINT ANDRE","04",1,362,"04","93",1,"04112",25000,"Soins de longue durée",30,17,10545,NA,NA,NA,NA,NA,NA,NA,NA
"191","050000041",2024,"130037815","CENTRE MEDICAL RHONE AZUR BRIANCON","09",3,109,"05","93",6,"05023",24000,"Soins de suite et réadaptation",90,776,28870,25,8355,NA,NA,NA,NA,NA,NA
"192","050000058",2024,"050000033","CENTRE MEDICAL SSR RIO VERT","09",3,109,"05","93",7,"05162",24000,"Soins de suite et réadaptation",62,560,20723,NA,0,NA,NA,NA,NA,NA,NA
"193","050000066",2024,"050000082","CENTRE MEDICAL LA SOURCE","09",2,109,"05","93",0,"05149",24000,"Soins de suite et réadaptation",60,528,16413,NA,0,NA,NA,NA,NA,NA,NA
"194","050000090",2024,"050006931","POLYCLINIQUE DES ALPES DU SUD GAP","09",2,365,"05","93",0,"05061",21100,"Médecine",29,2090,943,25,685,NA,NA,NA,NA,NA,131
"195","050000090",2024,"050006931","POLYCLINIQUE DES ALPES DU SUD GAP","09",2,365,"05","93",0,"05061",21200,"Chirurgie",29,1761,3284,29,11334,NA,NA,NA,NA,NA,NA
"196","050000132",2024,"050007145","CH BUECH DURANCE","04",1,355,"05","93",1,"05070",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",76,1177,17268,44,7728,NA,NA,NA,NA,NA,NA
"197","050000132",2024,"050007145","CH BUECH DURANCE","04",1,355,"05","93",1,"05070",25000,"Soins de longue durée",25,12,8419,NA,NA,NA,NA,NA,NA,NA,NA
"198","050000223",2024,"050000108","CENTRE HOSPITALIER AIGUILLES QUEYRAS","04",1,106,"05","93",1,"05003",21100,"Médecine",4,40,1158,NA,0,NA,NA,NA,NA,NA,NA
"199","050000231",2024,"050000116","CH LES ESCARTONS A BRIANCON","04",1,355,"05","93",1,"05023",21100,"Médecine",30,4399,13491,11,622,22113,NA,NA,4111,NA,623
"200","050000231",2024,"050000116","CH LES ESCARTONS A BRIANCON","04",1,355,"05","93",1,"05023",21200,"Chirurgie",22,1895,5967,5,2407,NA,NA,NA,NA,NA,NA
"201","050000231",2024,"050000116","CH LES ESCARTONS A BRIANCON","04",1,355,"05","93",1,"05023",21300,"Gynéco-Obstétrique",9,674,1605,NA,0,NA,270,130,NA,NA,NA
"202","050000231",2024,"050000116","CH LES ESCARTONS A BRIANCON","04",1,355,"05","93",1,"05023",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",12,268,3401,14,2341,NA,NA,NA,NA,NA,NA
"203","050000231",2024,"050000116","CH LES ESCARTONS A BRIANCON","04",1,355,"05","93",1,"05023",25000,"Soins de longue durée",30,13,10980,NA,NA,NA,NA,NA,NA,NA,NA
"204","050000256",2024,"050000124","CENTRE HOSPITALIER D'EMBRUN","04",1,355,"05","93",1,"05046",21100,"Médecine",21,1555,6400,NA,0,8642,NA,NA,NA,NA,NA
"205","050000256",2024,"050000124","CENTRE HOSPITALIER D'EMBRUN","04",1,355,"05","93",1,"05046",24000,"Soins de suite et réadaptation",20,263,6469,NA,0,NA,NA,NA,NA,NA,NA
"206","050000256",2024,"050000124","CENTRE HOSPITALIER D'EMBRUN","04",1,355,"05","93",1,"05046",25000,"Soins de longue durée",30,21,10980,NA,NA,NA,NA,NA,NA,NA,NA
"207","050000298",2024,"050009067","SSR LA GUISANE","09",3,109,"05","93",7,"05183",24000,"Soins de suite et réadaptation",53,302,10637,NA,0,NA,NA,NA,NA,NA,NA
"208","050000348",2024,"050002948","CHI DES ALPES DU SUD SITE DE GAP","04",1,355,"05","93",1,"05061",21100,"Médecine",168,10628,56066,8,1326,33779,NA,NA,7667,0,5334
"209","050000348",2024,"050002948","CHI DES ALPES DU SUD SITE DE GAP","04",1,355,"05","93",1,"05061",21200,"Chirurgie",56,3801,14754,20,3728,NA,NA,NA,NA,NA,NA
"210","050000348",2024,"050002948","CHI DES ALPES DU SUD SITE DE GAP","04",1,355,"05","93",1,"05061",21300,"Gynéco-Obstétrique",18,1626,5079,3,128,NA,906,146,NA,NA,NA
"211","050000348",2024,"050002948","CHI DES ALPES DU SUD SITE DE GAP","04",1,355,"05","93",1,"05061",23000,"Hospitalisation à domicile",NA,NA,16832,60,912,NA,NA,NA,NA,NA,NA
"212","050000348",2024,"050002948","CHI DES ALPES DU SUD SITE DE GAP","04",1,355,"05","93",1,"05061",24000,"Soins de suite et réadaptation",30,281,9441,NA,0,NA,NA,NA,NA,NA,NA
"213","050000348",2024,"050002948","CHI DES ALPES DU SUD SITE DE GAP","04",1,355,"05","93",1,"05061",25000,"Soins de longue durée",40,26,14640,NA,NA,NA,NA,NA,NA,NA,NA
"214","050000454",2024,"050000645","LE FUTUR ANTERIEUR","15",2,161,"05","93",0,"05046",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",30,100,9329,NA,NA,NA,NA,NA,NA,NA,NA
"215","050000488",2024,"050000678","CLINIQUE DU SOUFFLE LES ACACIAS","09",2,109,"05","93",0,"05023",24000,"Soins de suite et réadaptation",72,531,21792,5,239,NA,NA,NA,NA,NA,NA
"216","050000637",2024,"050001163","CLINIQUE MONTJOY","09",2,109,"05","93",0,"05023",24000,"Soins de suite et réadaptation",66,387,20525,NA,0,NA,NA,NA,NA,NA,NA
"217","050000991",2024,"050000546","CENTRE MEDICAL CHANT'OURS","09",3,109,"05","93",6,"05023",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",40,289,11109,NA,NA,NA,NA,NA,NA,NA,NA
"218","050000991",2024,"050000546","CENTRE MEDICAL CHANT'OURS","09",3,109,"05","93",6,"05023",24000,"Soins de suite et réadaptation",131,1235,37921,10,616,NA,NA,NA,NA,NA,NA
"219","050001064",2024,"050000561","CENTRE MEDICAL LA DURANCE","09",3,109,"05","93",6,"05170",24000,"Soins de suite et réadaptation",90,738,26538,NA,0,NA,NA,NA,NA,NA,NA
"220","050002351",2024,"130037815","CENTRE RHONE AZUR GAP","09",3,109,"05","93",6,"05061",24000,"Soins de suite et réadaptation",25,304,8129,17,8080,NA,NA,NA,NA,NA,NA
"221","050006022",2024,"380793802","AGDUC UNITE D'AUTODIALYSE GAP","07",3,146,"05","93",6,"05061",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,4466,NA,NA
"222","050007533",2024,"130784127","INSTITUT PAOLI CALMETTES RADIOTH GAP","18",3,131,"05","93",6,"05061",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,NA,9199,NA
"223","050008630",2024,"050000116","HJ L'ESCALE BRIANCON","14",1,355,"05","93",1,"05023",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",0,NA,NA,12,2287,NA,NA,NA,NA,NA,NA
"224","060000163",2024,"060780327","CH SAINT MAUR SAINT ETIENNE TINEE","04",1,106,"06","93",1,"06120",21100,"Médecine",4,52,662,NA,0,NA,NA,NA,NA,NA,NA
"225","060000163",2024,"060780327","CH SAINT MAUR SAINT ETIENNE TINEE","04",1,106,"06","93",1,"06120",24000,"Soins de suite et réadaptation",6,47,2069,NA,0,NA,NA,NA,NA,NA,NA
"226","060000296",2024,"060780640","LA MAISON DU MINEUR","09",3,109,"06","93",6,"06157",24000,"Soins de suite et réadaptation",80,819,21844,16,2035,NA,NA,NA,NA,NA,NA
"227","060000304",2024,"060780657","CENTRE HOSPITALIER DE BREIL SUR ROYA","04",1,106,"06","93",1,"06023",21100,"Médecine",5,130,1696,0,0,NA,NA,NA,NA,NA,NA
"228","060000304",2024,"060780657","CENTRE HOSPITALIER DE BREIL SUR ROYA","04",1,106,"06","93",1,"06023",24000,"Soins de suite et réadaptation",10,89,2814,NA,0,NA,NA,NA,NA,NA,NA
"229","060000411",2024,"060780780","CH DU PAYS DE LA ROUDOULE PUGET","04",1,106,"06","93",1,"06099",21100,"Médecine",6,71,1092,NA,0,NA,NA,NA,NA,NA,NA
"230","060000411",2024,"060780780","CH DU PAYS DE LA ROUDOULE PUGET","04",1,106,"06","93",1,"06099",24000,"Soins de suite et réadaptation",15,123,4845,0,0,NA,NA,NA,NA,NA,NA
"231","060000478",2024,"060780897","CENTRE HOSPITALIER DE GRASSE","04",1,355,"06","93",1,"06069",21100,"Médecine",171,8875,56062,13,1280,47147,NA,NA,NA,NA,4367
"232","060000478",2024,"060780897","CENTRE HOSPITALIER DE GRASSE","04",1,355,"06","93",1,"06069",21200,"Chirurgie",56,2411,11296,14,3342,NA,NA,NA,NA,NA,NA
"233","060000478",2024,"060780897","CENTRE HOSPITALIER DE GRASSE","04",1,355,"06","93",1,"06069",21300,"Gynéco-Obstétrique",32,2614,10768,2,717,NA,1772,300,NA,NA,NA
"234","060000478",2024,"060780897","CENTRE HOSPITALIER DE GRASSE","04",1,355,"06","93",1,"06069",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",33,389,11606,12,2317,NA,NA,NA,NA,NA,NA
"235","060000478",2024,"060780897","CENTRE HOSPITALIER DE GRASSE","04",1,355,"06","93",1,"06069",23000,"Hospitalisation à domicile",NA,NA,7447,25,219,NA,NA,NA,NA,NA,NA
"236","060000478",2024,"060780897","CENTRE HOSPITALIER DE GRASSE","04",1,355,"06","93",1,"06069",24000,"Soins de suite et réadaptation",30,222,10700,NA,0,NA,NA,NA,NA,NA,NA
"237","060000478",2024,"060780897","CENTRE HOSPITALIER DE GRASSE","04",1,355,"06","93",1,"06069",25000,"Soins de longue durée",30,18,9812,NA,NA,NA,NA,NA,NA,NA,NA
"238","060000486",2024,"060780905","CH SAINT ELOI DE SOSPEL","04",1,106,"06","93",1,"06136",21100,"Médecine",12,279,3643,NA,0,NA,NA,NA,NA,NA,NA
"239","060000486",2024,"060780905","CH SAINT ELOI DE SOSPEL","04",1,106,"06","93",1,"06136",24000,"Soins de suite et réadaptation",13,126,4022,NA,0,NA,NA,NA,NA,NA,NA
"240","060000494",2024,"060780921","CH SAINT LAZARE DE TENDE","04",1,106,"06","93",1,"06163",21100,"Médecine",5,51,1026,0,0,NA,NA,NA,NA,NA,NA
"241","060000510",2024,"060780954","CH D'ANTIBES JUAN LES PINS","04",1,355,"06","93",1,"06004",21100,"Médecine",269,12443,82291,32,1487,50151,NA,NA,NA,NA,3911
"242","060000510",2024,"060780954","CH D'ANTIBES JUAN LES PINS","04",1,355,"06","93",1,"06004",21200,"Chirurgie",58,3266,15413,14,4622,NA,NA,NA,NA,NA,NA
"243","060000510",2024,"060780954","CH D'ANTIBES JUAN LES PINS","04",1,355,"06","93",1,"06004",21300,"Gynéco-Obstétrique",20,1474,5153,3,294,NA,955,369,NA,NA,NA
"244","060000510",2024,"060780954","CH D'ANTIBES JUAN LES PINS","04",1,355,"06","93",1,"06004",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",67,685,22036,47,5485,NA,NA,NA,NA,NA,NA
"245","060000510",2024,"060780954","CH D'ANTIBES JUAN LES PINS","04",1,355,"06","93",1,"06004",24000,"Soins de suite et réadaptation",19,216,6438,NA,0,NA,NA,NA,NA,NA,NA
"246","060000528",2024,"060780962","CENTRE ANTOINE LACASSAGNE","18",3,131,"06","93",6,"06088",21100,"Médecine",85,4128,20570,43,1855,NA,NA,NA,NA,22600,17514
"247","060000528",2024,"060780962","CENTRE ANTOINE LACASSAGNE","18",3,131,"06","93",6,"06088",21200,"Chirurgie",33,2761,5060,15,1889,NA,NA,NA,NA,NA,NA
"248","060000544",2024,"060780988","CH DE CANNES SIMONE VEIL","04",1,355,"06","93",1,"06029",21100,"Médecine",261,14550,81443,35,2890,49509,NA,NA,8518,NA,4416
"249","060000544",2024,"060780988","CH DE CANNES SIMONE VEIL","04",1,355,"06","93",1,"06029",21200,"Chirurgie",65,2875,16448,17,3381,NA,NA,NA,NA,NA,NA
"250","060000544",2024,"060780988","CH DE CANNES SIMONE VEIL","04",1,355,"06","93",1,"06029",21300,"Gynéco-Obstétrique",20,1691,6390,5,744,NA,1206,315,NA,NA,NA
"251","060000544",2024,"060780988","CH DE CANNES SIMONE VEIL","04",1,355,"06","93",1,"06029",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",58,649,15298,35,3174,NA,NA,NA,NA,NA,NA
"252","060000544",2024,"060780988","CH DE CANNES SIMONE VEIL","04",1,355,"06","93",1,"06029",23000,"Hospitalisation à domicile",NA,NA,6695,25,210,NA,NA,NA,NA,NA,NA
"253","060000544",2024,"060780988","CH DE CANNES SIMONE VEIL","04",1,355,"06","93",1,"06029",24000,"Soins de suite et réadaptation",20,176,6829,NA,0,NA,NA,NA,NA,NA,NA
"254","060000551",2024,"060781010","USLD POLE SANTE VALLAURIS GOLFE JUAN","04",1,362,"06","93",1,"06155",25000,"Soins de longue durée",61,37,15233,NA,NA,NA,NA,NA,NA,NA,NA
"255","060001625",2024,"060006889","CENTRE JEAN CHANTON ROQUEBILLIERE","04",1,106,"06","93",1,"06103",21100,"Médecine",8,146,1594,NA,0,NA,NA,NA,NA,NA,NA
"256","060001625",2024,"060006889","CENTRE JEAN CHANTON ROQUEBILLIERE","04",1,106,"06","93",1,"06103",24000,"Soins de suite et réadaptation",19,154,5337,NA,0,NA,NA,NA,NA,NA,NA
"257","060002102",2024,"060791761","CH LA PALMOSA DE MENTON","04",1,355,"06","93",1,"06083",21100,"Médecine",58,3840,18868,10,655,20009,NA,NA,NA,NA,NA
"258","060002102",2024,"060791761","CH LA PALMOSA DE MENTON","04",1,355,"06","93",1,"06083",21200,"Chirurgie",27,1174,6274,9,2968,NA,NA,NA,NA,NA,NA
"259","060002102",2024,"060791761","CH LA PALMOSA DE MENTON","04",1,355,"06","93",1,"06083",21300,"Gynéco-Obstétrique",0,0,0,0,0,NA,0,87,NA,NA,NA
"260","060002102",2024,"060791761","CH LA PALMOSA DE MENTON","04",1,355,"06","93",1,"06083",24000,"Soins de suite et réadaptation",82,678,28074,10,4644,NA,NA,NA,NA,NA,NA
"261","060002102",2024,"060791761","CH LA PALMOSA DE MENTON","04",1,355,"06","93",1,"06083",25000,"Soins de longue durée",30,24,10587,NA,NA,NA,NA,NA,NA,NA,NA
"262","060005469",2024,"920030269","L'OLIVERAIE DES CAYRONS","09",2,109,"06","93",0,"06157",24000,"Soins de suite et réadaptation",117,1293,38776,NA,0,NA,NA,NA,NA,NA,NA
"263","060006558",2024,"060798865","HAD ARNAULT TZANCK","09",3,127,"06","93",7,"06123",23000,"Hospitalisation à domicile",NA,NA,10009,30,273,NA,NA,NA,NA,NA,NA
"264","060010899",2024,"060785011","INSTITUT UNIVERSITAIRE FACE ET COU","04",1,101,"06","93",1,"06088",21100,"Médecine",1,11,23,2,68,NA,NA,NA,NA,NA,NA
"265","060010899",2024,"060785011","INSTITUT UNIVERSITAIRE FACE ET COU","04",1,101,"06","93",1,"06088",21200,"Chirurgie",7,1013,1587,5,1456,NA,NA,NA,NA,NA,NA
"266","060010949",2024,"060790540","AGAHTIR UDM ANTIBES","07",3,146,"06","93",7,"06004",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,8565,NA,NA
"267","060015328",2024,"060015278","LES AIRELLES","09",2,109,"06","93",0,"06069",24000,"Soins de suite et réadaptation",12,77,2479,28,7087,NA,NA,NA,NA,NA,NA
"268","060019213",2024,"060005188","USLD DOLCE FARNIENTE","09",2,362,"06","93",0,"06030",25000,"Soins de longue durée",60,45,16593,NA,NA,NA,NA,NA,NA,NA,NA
"269","060019627",2024,"060019551","CTRE AZUREEN CANCEROLOGIE SITE TZANCK","18",2,698,"06","93",0,"06085",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,NA,63133,NA
"270","060019676",2024,"060790540","AGAHTIR AUTODIALYSE UDM GRASSE","07",3,146,"06","93",7,"06069",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,5318,NA,NA
"271","060021094",2024,"060024619","CLINIQUE VILLA ROMAINE","09",2,109,"06","93",0,"06088",24000,"Soins de suite et réadaptation",46,391,15878,NA,0,NA,NA,NA,NA,NA,NA
"272","060021201",2024,"060000155","CENTRE DE CONVALESCENCE ATLANTIS","09",2,109,"06","93",0,"06088",24000,"Soins de suite et réadaptation",50,728,16991,25,4493,NA,NA,NA,NA,NA,NA
"273","060021276",2024,"060790540","AGAHTIR CENTRE HEMODIALYSE ET UDM NICE","07",3,141,"06","93",7,"06088",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,21694,NA,NA
"274","060021342",2024,"060003621","CTRE COBALTH TRAIT HTE ENERG SITE CLIN","18",2,698,"06","93",0,"06088",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,NA,16638,NA
"275","060021417",2024,"060000221","HOPITAL PRIVE CANNES OXFORD","09",2,365,"06","93",0,"06029",21100,"Médecine",30,762,5502,0,7,NA,NA,NA,NA,NA,NA
"276","060021417",2024,"060000221","HOPITAL PRIVE CANNES OXFORD","09",2,365,"06","93",0,"06029",21200,"Chirurgie",76,2294,4872,45,18297,NA,NA,NA,NA,NA,NA
"277","060021417",2024,"060000221","HOPITAL PRIVE CANNES OXFORD","09",2,365,"06","93",0,"06029",21300,"Gynéco-Obstétrique",NA,0,0,0,0,NA,0,1,NA,NA,NA
"278","060023694",2024,"060023686","HJ CERES","09",2,109,"06","93",0,"06088",24000,"Soins de suite et réadaptation",NA,0,0,30,5810,NA,NA,NA,NA,NA,NA
"279","060024551",2024,"060780962","CENTRE ANTOINE LACASSAGNE CYCLOTRON 2","18",3,131,"06","93",6,"06088",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,NA,8830,NA
