run_id,run_date,scenario_name,scenario_description,sim_start_date,sim_end_date,n_seed_infected,gamma_clear,admission_prev,n_sim_total,n_unique_sim_id,n_seed_types,beta_regimes,beta_min,beta_max,beta_mean,notes
150426_beta_varying_50reps,2026-04-15,beta_varying_50reps,"Aggregate SIS hospital-transfer simulation. Beta varied by simulation replicate and shared across seed types within sim_id. 100 repetitions per beta regime. Seed comparison across multiple seed rules. Stochastic infected transfers, stochastic clearance, and stochastic within-hospital transmission.",2024-01-07,2024-12-31,1,0.002583979328165375,0,900,150,6,"high, low, mid",0.03615792138129473,0.24793827134999447,0.10962055278835042,"Saved after simulation completed; includes simulation grid, raw results, and trajectory summaries."
