"","finess_geo","n_patients","n_infected","prevalence","date"
"118547","610000069",48,0,0,2024-03-28
"118548","610000077",3,0,0,2024-03-28
"118549","610000093",1,0,0,2024-03-28
"118550","610000119",19,0,0,2024-03-28
"118551","610006421",3,0,0,2024-03-28
"118552","610780116",8,0,0,2024-03-28
"118553","620000026",18,0,0,2024-03-28
"118554","620000034",58,0,0,2024-03-28
"118555","620000224",63,0,0,2024-03-28
"118556","620000240",6,0,0,2024-03-28
"118557","620000257",91,0,0,2024-03-28
"118558","620000323",61,0,0,2024-03-28
"118559","620000349",45,0,0,2024-03-28
"118560","620000653",87,0,0,2024-03-28
"118561","620003202",60,0,0,2024-03-28
"118562","620003350",8,0,0,2024-03-28
"118563","620003376",13,0,0,2024-03-28
"118564","620006049",3,0,0,2024-03-28
"118565","620025346",12,0,0,2024-03-28
"118566","620100099",17,0,0,2024-03-28
"118567","620100487",13,0,0,2024-03-28
"118568","620100735",9,0,0,2024-03-28
"118569","620100750",5,0,0,2024-03-28
"118570","620101311",12,0,0,2024-03-28
"118571","620101501",23,0,0,2024-03-28
"118572","620105940",1,0,0,2024-03-28
"118573","620116046",1,0,0,2024-03-28
"118574","620118513",18,0,0,2024-03-28
"118575","630000016",1,0,0,2024-03-28
"118576","630000404",80,0,0,2024-03-28
"118577","630000412",9,0,0,2024-03-28
"118578","630000420",21,0,0,2024-03-28
"118579","630000438",15,0,0,2024-03-28
"118580","630000446",27,0,0,2024-03-28
"118581","630000479",14,0,0,2024-03-28
"118582","630000560",2,0,0,2024-03-28
"118583","630780211",7,0,0,2024-03-28
"118584","630780369",4,0,0,2024-03-28
"118585","630781268",53,0,0,2024-03-28
"118586","630781821",1,0,0,2024-03-28
"118587","630781839",10,0,0,2024-03-28
"118588","630783538",2,0,0,2024-03-28
"118589","640000162",51,0,0,2024-03-28
"118590","640000402",10,0,0,2024-03-28
"118591","640000410",33,0,0,2024-03-28
"118592","640000428",1,0,0,2024-03-28
"118593","640000436",1,0,0,2024-03-28
"118594","640000600",48,0,0,2024-03-28
"118595","640005591",1,0,0,2024-03-28
"118596","640016580",8,0,0,2024-03-28
"118597","640017646",9,0,0,2024-03-28
"118598","640018206",21,0,0,2024-03-28
"118599","640019634",2,0,0,2024-03-28
"118600","640020681",2,0,0,2024-03-28
"118601","640020715",2,0,0,2024-03-28
"118602","640780268",7,0,0,2024-03-28
"118603","640780490",9,0,0,2024-03-28
"118604","640780557",4,0,0,2024-03-28
"118605","640780623",1,0,0,2024-03-28
"118606","640780672",1,0,0,2024-03-28
"118607","640780748",8,0,0,2024-03-28
"118608","640780938",10,0,0,2024-03-28
"118609","640780946",15,0,0,2024-03-28
"118610","640781225",5,0,0,2024-03-28
"118611","640781308",1,0,0,2024-03-28
"118612","640789640",5,0,0,2024-03-28
"118613","650000045",10,0,0,2024-03-28
"118614","650000052",5,0,0,2024-03-28
"118615","650000417",29,0,0,2024-03-28
"118616","650002579",4,0,0,2024-03-28
"118617","650780182",3,0,0,2024-03-28
"118618","650780398",1,0,0,2024-03-28
"118619","650780679",14,0,0,2024-03-28
"118620","650784218",11,0,0,2024-03-28
"118621","660000084",96,0,0,2024-03-28
"118622","660000167",1,0,0,2024-03-28
"118623","660006305",6,0,0,2024-03-28
"118624","660009689",2,0,0,2024-03-28
"118625","660013012",14,0,0,2024-03-28
"118626","660780628",4,0,0,2024-03-28
"118627","660780669",14,0,0,2024-03-28
"118628","660780776",17,0,0,2024-03-28
"118629","660780784",18,0,0,2024-03-28
"118630","660790387",40,0,0,2024-03-28
"118631","670000025",80,0,0,2024-03-28
"118632","670000157",44,0,0,2024-03-28
"118633","670000165",33,0,0,2024-03-28
"118634","670000215",1,0,0,2024-03-28
"118635","670000272",20,0,0,2024-03-28
"118636","670000306",3,0,0,2024-03-28
"118637","670000397",17,0,0,2024-03-28
"118638","670000405",2,0,0,2024-03-28
"118639","670013325",1,0,0,2024-03-28
"118640","670013341",1,0,0,2024-03-28
"118641","670014042",1,0,0,2024-03-28
"118642","670017458",2,0,0,2024-03-28
"118643","670018068",17,0,0,2024-03-28
"118644","670020098",20,0,0,2024-03-28
"118645","670780113",13,0,0,2024-03-28
"118646","670780170",7,0,0,2024-03-28
"118647","670780188",10,0,0,2024-03-28
"118648","670780212",26,0,0,2024-03-28
"118649","670780378",13,0,0,2024-03-28
"118650","670780386",5,0,0,2024-03-28
"118651","670783133",4,0,0,2024-03-28
"118652","670783273",94,0,0,2024-03-28
"118653","670797539",5,0,0,2024-03-28
"118654","670798636",6,0,0,2024-03-28
"118655","680000122",1,0,0,2024-03-28
"118656","680000320",9,0,0,2024-03-28
"118657","680000494",4,0,0,2024-03-28
"118658","680000544",22,0,0,2024-03-28
"118659","680000577",4,0,0,2024-03-28
"118660","680000601",5,0,0,2024-03-28
"118661","680000684",78,0,0,2024-03-28
"118662","680000700",11,0,0,2024-03-28
"118663","680000874",1,0,0,2024-03-28
"118664","680000882",2,0,0,2024-03-28
"118665","680001195",10,0,0,2024-03-28
"118666","680004546",114,0,0,2024-03-28
"118667","680004553",4,0,0,2024-03-28
"118668","680004579",2,0,0,2024-03-28
"118669","680020096",4,0,0,2024-03-28
"118670","690000013",13,0,0,2024-03-28
"118671","690000021",4,0,0,2024-03-28
"118672","690000047",1,0,0,2024-03-28
"118673","690000088",17,0,0,2024-03-28
"118674","690000245",8,0,0,2024-03-28
"118675","690000427",8,0,0,2024-03-28
"118676","690000575",88,0,0,2024-03-28
"118677","690000583",2,0,0,2024-03-28
"118678","690000625",10,0,0,2024-03-28
"118679","690000633",1,0,0,2024-03-28
"118680","690000773",3,0,0,2024-03-28
"118681","690000880",37,0,0,2024-03-28
"118682","690007539",59,0,0,2024-03-28
"118683","690019849",4,0,0,2024-03-28
"118684","690022959",10,0,0,2024-03-28
"118685","690023239",6,0,0,2024-03-28
"118686","690023411",24,0,0,2024-03-28
"118687","690029186",2,0,0,2024-03-28
"118688","690041124",16,0,0,2024-03-28
"118689","690041132",42,0,0,2024-03-28
"118690","690043476",1,0,0,2024-03-28
"118691","690052212",1,0,0,2024-03-28
"118692","690054713",19,0,0,2024-03-28
"118693","690054721",18,0,0,2024-03-28
"118694","690780150",7,0,0,2024-03-28
"118695","690780226",1,0,0,2024-03-28
"118696","690780259",2,0,0,2024-03-28
"118697","690780358",10,0,0,2024-03-28
"118698","690780366",9,0,0,2024-03-28
"118699","690780390",10,0,0,2024-03-28
"118700","690780648",21,0,0,2024-03-28
"118701","690780655",18,0,0,2024-03-28
"118702","690780663",5,0,0,2024-03-28
"118703","690783154",94,0,0,2024-03-28
"118704","690784137",103,0,0,2024-03-28
"118705","690784152",85,0,0,2024-03-28
"118706","690784178",34,0,0,2024-03-28
"118707","690784186",36,0,0,2024-03-28
"118708","690784194",4,0,0,2024-03-28
"118709","690784202",8,0,0,2024-03-28
"118710","690787429",2,0,0,2024-03-28
"118711","690787478",5,0,0,2024-03-28
"118712","690791082",1,0,0,2024-03-28
"118713","690793468",13,0,0,2024-03-28
"118714","690805361",150,0,0,2024-03-28
"118715","690807367",12,0,0,2024-03-28
"118716","700000011",5,0,0,2024-03-28
"118717","700000029",29,0,0,2024-03-28
"118718","700780059",3,0,0,2024-03-28
"118719","700780174",3,0,0,2024-03-28
"118720","700780208",6,0,0,2024-03-28
"118721","710006859",9,0,0,2024-03-28
"118722","710010067",19,0,0,2024-03-28
"118723","710010786",11,0,0,2024-03-28
"118724","710780917",12,0,0,2024-03-28
"118725","710781410",2,0,0,2024-03-28
"118726","710781824",3,0,0,2024-03-28
"118727","710978107",1,0,0,2024-03-28
"118728","710978123",1,0,0,2024-03-28
"118729","710978131",2,0,0,2024-03-28
"118730","710978156",1,0,0,2024-03-28
"118731","710978180",2,0,0,2024-03-28
"118732","710978230",1,0,0,2024-03-28
"118733","710978255",1,0,0,2024-03-28
"118734","710978263",41,0,0,2024-03-28
"118735","710978289",100,0,0,2024-03-28
"118736","710978313",14,0,0,2024-03-28
"118737","710978347",32,0,0,2024-03-28
"118738","720000033",56,0,0,2024-03-28
"118739","720000124",2,0,0,2024-03-28
"118740","720000199",37,0,0,2024-03-28
"118741","720000231",7,0,0,2024-03-28
"118742","720000249",4,0,0,2024-03-28
"118743","720000389",2,0,0,2024-03-28
"118744","720000470",7,0,0,2024-03-28
"118745","720000520",2,0,0,2024-03-28
"118746","720001437",17,0,0,2024-03-28
"118747","720016179",11,0,0,2024-03-28
"118748","720017748",12,0,0,2024-03-28
"118749","720023068",3,0,0,2024-03-28
"118750","730000031",70,0,0,2024-03-28
"118751","730000049",1,0,0,2024-03-28
"118752","730000080",10,0,0,2024-03-28
"118753","730000098",10,0,0,2024-03-28
"118754","730000247",15,0,0,2024-03-28
"118755","730000262",21,0,0,2024-03-28
"118756","730004298",11,0,0,2024-03-28
"118757","730012499",5,0,0,2024-03-28
"118758","730783644",3,0,0,2024-03-28
"118759","740000062",1,0,0,2024-03-28
"118760","740000237",83,0,0,2024-03-28
"118761","740000286",2,0,0,2024-03-28
"118762","740000294",3,0,0,2024-03-28
"118763","740000302",18,0,0,2024-03-28
"118764","740000328",25,0,0,2024-03-28
"118765","740011481",1,0,0,2024-03-28
"118766","740014345",15,0,0,2024-03-28
"118767","740014691",3,0,0,2024-03-28
"118768","740780416",19,0,0,2024-03-28
"118769","740780424",12,0,0,2024-03-28
"118770","740781141",53,0,0,2024-03-28
"118771","740781166",1,0,0,2024-03-28
"118772","740781224",32,0,0,2024-03-28
"118773","740788617",3,0,0,2024-03-28
"118774","750000481",5,0,0,2024-03-28
"118775","750000499",28,0,0,2024-03-28
"118776","750000523",92,0,0,2024-03-28
"118777","750000549",28,0,0,2024-03-28
"118778","750027369",1,0,0,2024-03-28
"118779","750041543",4,0,0,2024-03-28
"118780","750055287",5,0,0,2024-03-28
"118781","750100018",14,0,0,2024-03-28
"118782","750100042",67,0,0,2024-03-28
"118783","750100075",81,0,0,2024-03-28
"118784","750100083",8,0,0,2024-03-28
"118785","750100091",52,0,0,2024-03-28
"118786","750100109",57,0,0,2024-03-28
"118787","750100125",173,0,0,2024-03-28
"118788","750100166",98,0,0,2024-03-28
"118789","750100208",105,0,0,2024-03-28
"118790","750100232",80,0,0,2024-03-28
"118791","750100273",77,0,0,2024-03-28
"118792","750100299",3,0,0,2024-03-28
"118793","750150013",12,0,0,2024-03-28
"118794","750150104",50,0,0,2024-03-28
"118795","750150146",5,0,0,2024-03-28
"118796","750150187",7,0,0,2024-03-28
"118797","750150237",25,0,0,2024-03-28
"118798","750150252",8,0,0,2024-03-28
"118799","750150260",6,0,0,2024-03-28
"118800","750150286",3,0,0,2024-03-28
"118801","750150344",2,0,0,2024-03-28
"118802","750150377",1,0,0,2024-03-28
"118803","750160012",26,0,0,2024-03-28
"118804","750300014",3,0,0,2024-03-28
"118805","750300071",11,0,0,2024-03-28
"118806","750300089",3,0,0,2024-03-28
"118807","750300097",13,0,0,2024-03-28
"118808","750300121",6,0,0,2024-03-28
"118809","750300139",7,0,0,2024-03-28
"118810","750300154",9,0,0,2024-03-28
"118811","750300360",12,0,0,2024-03-28
"118812","750300493",2,0,0,2024-03-28
"118813","750300550",3,0,0,2024-03-28
"118814","750300592",4,0,0,2024-03-28
"118815","750300667",4,0,0,2024-03-28
"118816","750300741",3,0,0,2024-03-28
"118817","750300766",8,0,0,2024-03-28
"118818","750300774",3,0,0,2024-03-28
"118819","750300840",16,0,0,2024-03-28
"118820","750300857",2,0,0,2024-03-28
"118821","750300881",2,0,0,2024-03-28
"118822","750300915",17,0,0,2024-03-28
"118823","750300931",5,0,0,2024-03-28
"118824","750301137",12,0,0,2024-03-28
"118825","750301145",16,0,0,2024-03-28
"118826","750301160",7,0,0,2024-03-28
"118827","750790164",1,0,0,2024-03-28
"118828","750801441",3,0,0,2024-03-28
"118829","750803447",85,0,0,2024-03-28
"118830","750803454",87,0,0,2024-03-28
"118831","760000018",30,0,0,2024-03-28
"118832","760000042",3,0,0,2024-03-28
"118833","760000059",1,0,0,2024-03-28
"118834","760000141",9,0,0,2024-03-28
"118835","760000158",140,0,0,2024-03-28
"118836","760000166",22,0,0,2024-03-28
"118837","760000174",1,0,0,2024-03-28
"118838","760000182",11,0,0,2024-03-28
"118839","760000356",7,0,0,2024-03-28
"118840","760000364",18,0,0,2024-03-28
"118841","760000372",9,0,0,2024-03-28
"118842","760000463",42,0,0,2024-03-28
"118843","760021329",23,0,0,2024-03-28
"118844","760025312",9,0,0,2024-03-28
"118845","760027292",7,0,0,2024-03-28
"118846","760041368",2,0,0,2024-03-28
"118847","760780205",4,0,0,2024-03-28
"118848","760780510",8,0,0,2024-03-28
"118849","760780619",13,0,0,2024-03-28
"118850","760780668",2,0,0,2024-03-28
"118851","760780783",3,0,0,2024-03-28
"118852","760780791",10,0,0,2024-03-28
"118853","760783035",2,0,0,2024-03-28
"118854","760783159",1,0,0,2024-03-28
"118855","760783522",12,0,0,2024-03-28
"118856","760805770",56,0,0,2024-03-28
"118857","760921809",11,0,0,2024-03-28
"118858","770000131",31,0,0,2024-03-28
"118859","770000149",37,0,0,2024-03-28
"118860","770000156",51,0,0,2024-03-28
"118861","770000164",27,0,0,2024-03-28
"118862","770000172",28,0,0,2024-03-28
"118863","770000180",1,0,0,2024-03-28
"118864","770000214",9,0,0,2024-03-28
"118865","770000446",76,0,0,2024-03-28
"118866","770019032",63,0,0,2024-03-28
"118867","770020477",29,0,0,2024-03-28
"118868","770300010",12,0,0,2024-03-28
"118869","770300135",25,0,0,2024-03-28
"118870","770300143",10,0,0,2024-03-28
"118871","770790707",9,0,0,2024-03-28
"118872","770813400",4,0,0,2024-03-28
"118873","780000287",61,0,0,2024-03-28
"118874","780000295",20,0,0,2024-03-28
"118875","780000303",5,0,0,2024-03-28
"118876","780000311",67,0,0,2024-03-28
"118877","780000329",59,0,0,2024-03-28
"118878","780000337",11,0,0,2024-03-28
"118879","780000345",1,0,0,2024-03-28
"118880","780000378",3,0,0,2024-03-28
"118881","780000386",1,0,0,2024-03-28
"118882","780000428",1,0,0,2024-03-28
"118883","780018727",9,0,0,2024-03-28
"118884","780022737",5,0,0,2024-03-28
"118885","780140018",3,0,0,2024-03-28
"118886","780150017",4,0,0,2024-03-28
"118887","780150066",7,0,0,2024-03-28
"118888","780300075",5,0,0,2024-03-28
"118889","780300125",8,0,0,2024-03-28
"118890","780300208",4,0,0,2024-03-28
"118891","780300323",15,0,0,2024-03-28
"118892","780300406",25,0,0,2024-03-28
"118893","780300414",12,0,0,2024-03-28
"118894","780300422",33,0,0,2024-03-28
"118895","780300455",6,0,0,2024-03-28
"118896","780630026",2,0,0,2024-03-28
"118897","780800256",124,0,0,2024-03-28
"118898","790000087",63,0,0,2024-03-28
"118899","790000111",2,0,0,2024-03-28
"118900","790000137",2,0,0,2024-03-28
"118901","790003537",1,0,0,2024-03-28
"118902","790009948",6,0,0,2024-03-28
"118903","790019848",28,0,0,2024-03-28
"118904","800000143",46,0,0,2024-03-28
"118905","800000184",1,0,0,2024-03-28
"118906","800000200",2,0,0,2024-03-28
"118907","800000226",14,0,0,2024-03-28
"118908","800000275",5,0,0,2024-03-28
"118909","800000390",3,0,0,2024-03-28
"118910","800000432",13,0,0,2024-03-28
"118911","800000440",1,0,0,2024-03-28
"118912","800000507",3,0,0,2024-03-28
"118913","800000614",3,0,0,2024-03-28
"118914","800002503",5,0,0,2024-03-28
"118915","800006124",154,0,0,2024-03-28
"118916","800009466",3,0,0,2024-03-28
"118917","800009920",16,0,0,2024-03-28
"118918","800013179",5,0,0,2024-03-28
"118919","800015729",5,0,0,2024-03-28
"118920","800017253",1,0,0,2024-03-28
"118921","800018491",1,0,0,2024-03-28
"118922","810000224",33,0,0,2024-03-28
"118923","810000448",2,0,0,2024-03-28
"118924","810000505",26,0,0,2024-03-28
"118925","810000513",1,0,0,2024-03-28
"118926","810000521",36,0,0,2024-03-28
"118927","810000539",1,0,0,2024-03-28
"118928","810000562",10,0,0,2024-03-28
"118929","810101170",3,0,0,2024-03-28
"118930","810101444",8,0,0,2024-03-28
"118931","820000032",22,0,0,2024-03-28
"118932","820000040",25,0,0,2024-03-28
"118933","820000057",12,0,0,2024-03-28
"118934","820000065",5,0,0,2024-03-28
"118935","820000883",5,0,0,2024-03-28
"118936","830000279",16,0,0,2024-03-28
"118937","830000287",49,0,0,2024-03-28
"118938","830000295",15,0,0,2024-03-28
"118939","830000311",53,0,0,2024-03-28
"118940","830000337",8,0,0,2024-03-28
"118941","830000345",59,0,0,2024-03-28
"118942","830100103",6,0,0,2024-03-28
"118943","830100251",6,0,0,2024-03-28
"118944","830100319",11,0,0,2024-03-28
"118945","830100327",4,0,0,2024-03-28
"118946","830100368",2,0,0,2024-03-28
"118947","830100392",6,0,0,2024-03-28
"118948","830100418",3,0,0,2024-03-28
"118949","830100434",7,0,0,2024-03-28
"118950","830100459",3,0,0,2024-03-28
"118951","830100475",3,0,0,2024-03-28
"118952","830100558",10,0,0,2024-03-28
"118953","830100574",29,0,0,2024-03-28
"118954","830100608",13,0,0,2024-03-28
"118955","830100855",1,0,0,2024-03-28
"118956","830200523",6,0,0,2024-03-28
"118957","840000285",11,0,0,2024-03-28
"118958","840000327",3,0,0,2024-03-28
"118959","840000343",10,0,0,2024-03-28
"118960","840000350",10,0,0,2024-03-28
"118961","840000392",23,0,0,2024-03-28
"118962","840000400",3,0,0,2024-03-28
"118963","840000418",20,0,0,2024-03-28
"118964","840000426",1,0,0,2024-03-28
"118965","840000434",1,0,0,2024-03-28
"118966","840000467",3,0,0,2024-03-28
"118967","840000483",18,0,0,2024-03-28
"118968","840000491",6,0,0,2024-03-28
"118969","840000525",6,0,0,2024-03-28
"118970","840000533",5,0,0,2024-03-28
"118971","840001861",71,0,0,2024-03-28
"118972","840013312",9,0,0,2024-03-28
"118973","840013445",3,0,0,2024-03-28
"118974","840017172",3,0,0,2024-03-28
"118975","840018337",6,0,0,2024-03-28
"118976","840019079",4,0,0,2024-03-28
"118977","850000118",6,0,0,2024-03-28
"118978","850000126",18,0,0,2024-03-28
"118979","850000134",3,0,0,2024-03-28
"118980","850000142",101,0,0,2024-03-28
"118981","850000175",18,0,0,2024-03-28
"118982","850000191",1,0,0,2024-03-28
"118983","850000209",12,0,0,2024-03-28
"118984","850000225",10,0,0,2024-03-28
"118985","850000241",44,0,0,2024-03-28
"118986","850000647",3,0,0,2024-03-28
"118987","850009630",25,0,0,2024-03-28
"118988","860000017",2,0,0,2024-03-28
"118989","860000025",33,0,0,2024-03-28
"118990","860000033",2,0,0,2024-03-28
"118991","860000058",7,0,0,2024-03-28
"118992","860000223",165,0,0,2024-03-28
"118993","860010321",20,0,0,2024-03-28
"118994","860780311",4,0,0,2024-03-28
"118995","860780568",6,0,0,2024-03-28
"118996","870000064",144,0,0,2024-03-28
"118997","870000098",12,0,0,2024-03-28
"118998","870000270",13,0,0,2024-03-28
"118999","870000288",16,0,0,2024-03-28
"119000","870000411",7,0,0,2024-03-28
"119001","870000551",3,0,0,2024-03-28
"119002","870000601",3,0,0,2024-03-28
"119003","870001567",17,0,0,2024-03-28
"119004","870003514",1,0,0,2024-03-28
"119005","870014859",32,0,0,2024-03-28
"119006","880000021",31,0,0,2024-03-28
"119007","880000039",1,0,0,2024-03-28
"119008","880000047",23,0,0,2024-03-28
"119009","880000054",14,0,0,2024-03-28
"119010","880000062",29,0,0,2024-03-28
"119011","880000070",5,0,0,2024-03-28
"119012","880000179",1,0,0,2024-03-28
"119013","880006663",1,0,0,2024-03-28
"119014","880788591",16,0,0,2024-03-28
"119015","890000169",9,0,0,2024-03-28
"119016","890002389",17,0,0,2024-03-28
"119017","890975519",2,0,0,2024-03-28
"119018","890975527",41,0,0,2024-03-28
"119019","890975535",11,0,0,2024-03-28
"119020","890975543",6,0,0,2024-03-28
"119021","890975550",32,0,0,2024-03-28
"119022","890975568",4,0,0,2024-03-28
"119023","900000035",4,0,0,2024-03-28
"119024","900003039",103,0,0,2024-03-28
"119025","910000272",28,0,0,2024-03-28
"119026","910000280",15,0,0,2024-03-28
"119027","910000298",44,0,0,2024-03-28
"119028","910000306",33,0,0,2024-03-28
"119029","910000330",2,0,0,2024-03-28
"119030","910001973",29,0,0,2024-03-28
"119031","910009349",4,0,0,2024-03-28
"119032","910015965",1,0,0,2024-03-28
"119033","910018423",3,0,0,2024-03-28
"119034","910020254",100,0,0,2024-03-28
"119035","910026780",47,0,0,2024-03-28
"119036","910100015",4,0,0,2024-03-28
"119037","910100031",8,0,0,2024-03-28
"119038","910150010",4,0,0,2024-03-28
"119039","910150028",10,0,0,2024-03-28
"119040","910150069",3,0,0,2024-03-28
"119041","910300011",9,0,0,2024-03-28
"119042","910300060",1,0,0,2024-03-28
"119043","910300144",25,0,0,2024-03-28
"119044","910300177",9,0,0,2024-03-28
"119045","910300219",15,0,0,2024-03-28
"119046","910300300",9,0,0,2024-03-28
"119047","910300326",3,0,0,2024-03-28
"119048","910300359",5,0,0,2024-03-28
"119049","910500040",1,0,0,2024-03-28
"119050","910803543",38,0,0,2024-03-28
"119051","910805357",8,0,0,2024-03-28
"119052","920000460",17,0,0,2024-03-28
"119053","920000569",4,0,0,2024-03-28
"119054","920000577",25,0,0,2024-03-28
"119055","920000585",23,0,0,2024-03-28
"119056","920000593",1,0,0,2024-03-28
"119057","920000601",3,0,0,2024-03-28
"119058","920000619",19,0,0,2024-03-28
"119059","920000627",4,0,0,2024-03-28
"119060","920000635",4,0,0,2024-03-28
"119061","920000643",38,0,0,2024-03-28
"119062","920000650",68,0,0,2024-03-28
"119063","920000684",43,0,0,2024-03-28
"119064","920008539",7,0,0,2024-03-28
"119065","920029550",12,0,0,2024-03-28
"119066","920100013",58,0,0,2024-03-28
"119067","920100021",43,0,0,2024-03-28
"119068","920100039",48,0,0,2024-03-28
"119069","920100047",44,0,0,2024-03-28
"119070","920100054",43,0,0,2024-03-28
"119071","920100062",8,0,0,2024-03-28
"119072","920120011",19,0,0,2024-03-28
"119073","920150018",2,0,0,2024-03-28
"119074","920300043",38,0,0,2024-03-28
"119075","920300183",3,0,0,2024-03-28
"119076","920300191",11,0,0,2024-03-28
"119077","920300266",5,0,0,2024-03-28
"119078","920300415",27,0,0,2024-03-28
"119079","920300597",10,0,0,2024-03-28
"119080","920300712",2,0,0,2024-03-28
"119081","920300753",9,0,0,2024-03-28
"119082","920300787",31,0,0,2024-03-28
"119083","920300837",12,0,0,2024-03-28
"119084","920300845",1,0,0,2024-03-28
"119085","920300936",6,0,0,2024-03-28
"119086","920301033",3,0,0,2024-03-28
"119087","930000286",28,0,0,2024-03-28
"119088","930000294",1,0,0,2024-03-28
"119089","930000302",35,0,0,2024-03-28
"119090","930000328",56,0,0,2024-03-28
"119091","930000336",74,0,0,2024-03-28
"119092","930100011",6,0,0,2024-03-28
"119093","930100037",66,0,0,2024-03-28
"119094","930100045",36,0,0,2024-03-28
"119095","930150032",7,0,0,2024-03-28
"119096","930300025",22,0,0,2024-03-28
"119097","930300066",13,0,0,2024-03-28
"119098","930300082",11,0,0,2024-03-28
"119099","930300116",27,0,0,2024-03-28
"119100","930300264",4,0,0,2024-03-28
"119101","930300553",29,0,0,2024-03-28
"119102","930300587",11,0,0,2024-03-28
"119103","930300595",25,0,0,2024-03-28
"119104","930300645",6,0,0,2024-03-28
"119105","930706239",5,0,0,2024-03-28
"119106","940000573",53,0,0,2024-03-28
"119107","940000599",56,0,0,2024-03-28
"119108","940000631",4,0,0,2024-03-28
"119109","940000649",41,0,0,2024-03-28
"119110","940000656",4,0,0,2024-03-28
"119111","940000664",70,0,0,2024-03-28
"119112","940006679",22,0,0,2024-03-28
"119113","940016868",12,0,0,2024-03-28
"119114","940100027",95,0,0,2024-03-28
"119115","940100035",9,0,0,2024-03-28
"119116","940100043",114,0,0,2024-03-28
"119117","940100050",10,0,0,2024-03-28
"119118","940100068",22,0,0,2024-03-28
"119119","940120017",15,0,0,2024-03-28
"119120","940300031",15,0,0,2024-03-28
"119121","940300163",1,0,0,2024-03-28
"119122","940300270",17,0,0,2024-03-28
"119123","940300379",6,0,0,2024-03-28
"119124","940300445",17,0,0,2024-03-28
"119125","940300452",2,0,0,2024-03-28
"119126","940300494",16,0,0,2024-03-28
"119127","940300551",2,0,0,2024-03-28
"119128","940300569",13,0,0,2024-03-28
"119129","940806490",2,0,0,2024-03-28
"119130","940813033",9,0,0,2024-03-28
"119131","950000307",84,0,0,2024-03-28
"119132","950000315",27,0,0,2024-03-28
"119133","950000323",77,0,0,2024-03-28
"119134","950000331",66,0,0,2024-03-28
"119135","950000349",3,0,0,2024-03-28
"119136","950000364",93,0,0,2024-03-28
"119137","950000406",2,0,0,2024-03-28
"119138","950032714",4,0,0,2024-03-28
"119139","950300095",14,0,0,2024-03-28
"119140","950300152",1,0,0,2024-03-28
"119141","950300202",6,0,0,2024-03-28
"119142","950300244",10,0,0,2024-03-28
"119143","950300277",18,0,0,2024-03-28
"119144","950300301",3,0,0,2024-03-28
"119145","950630012",1,0,0,2024-03-28
"119146","950807982",14,0,0,2024-03-28
"119147","010000024",68,0,0,2024-03-29
"119148","010000032",11,0,0,2024-03-29
"119149","010000065",5,0,0,2024-03-29
"119150","010000099",1,0,0,2024-03-29
"119151","010000107",1,0,0,2024-03-29
"119152","010000115",1,0,0,2024-03-29
"119153","010000131",1,0,0,2024-03-29
"119154","010000180",1,0,0,2024-03-29
"119155","010000214",4,0,0,2024-03-29
"119156","010005239",28,0,0,2024-03-29
"119157","010007300",5,0,0,2024-03-29
"119158","010780195",23,0,0,2024-03-29
"119159","010780203",24,0,0,2024-03-29
"119160","020000089",2,0,0,2024-03-29
"119161","020000097",3,0,0,2024-03-29
"119162","020000105",2,0,0,2024-03-29
"119163","020000162",76,0,0,2024-03-29
"119164","020000246",1,0,0,2024-03-29
"119165","020000360",6,0,0,2024-03-29
"119166","020000394",57,0,0,2024-03-29
"119167","020000519",61,0,0,2024-03-29
"119168","020000535",25,0,0,2024-03-29
"119169","020001061",41,0,0,2024-03-29
"119170","020001087",13,0,0,2024-03-29
"119171","020010047",8,0,0,2024-03-29
"119172","030000061",33,0,0,2024-03-29
"119173","030000079",52,0,0,2024-03-29
"119174","030000087",45,0,0,2024-03-29
"119175","030000095",1,0,0,2024-03-29
"119176","030007942",1,0,0,2024-03-29
"119177","030780548",6,0,0,2024-03-29
"119178","030781116",7,0,0,2024-03-29
"119179","030785430",6,0,0,2024-03-29
"119180","040000036",1,0,0,2024-03-29
"119181","040000044",1,0,0,2024-03-29
"119182","040000093",22,0,0,2024-03-29
"119183","040000119",1,0,0,2024-03-29
"119184","040000127",1,0,0,2024-03-29
"119185","040000135",3,0,0,2024-03-29
"119186","040000911",23,0,0,2024-03-29
"119187","040780470",3,0,0,2024-03-29
"119188","050000090",4,0,0,2024-03-29
"119189","050000223",1,0,0,2024-03-29
"119190","050000231",15,0,0,2024-03-29
"119191","050000256",3,0,0,2024-03-29
"119192","050000348",42,0,0,2024-03-29
"119193","060000163",1,0,0,2024-03-29
"119194","060000304",1,0,0,2024-03-29
"119195","060000411",1,0,0,2024-03-29
"119196","060000478",44,0,0,2024-03-29
"119197","060000486",1,0,0,2024-03-29
"119198","060000494",1,0,0,2024-03-29
"119199","060000510",47,0,0,2024-03-29
"119200","060000528",27,0,0,2024-03-29
"119201","060000544",55,0,0,2024-03-29
"119202","060001625",1,0,0,2024-03-29
"119203","060002102",8,0,0,2024-03-29
"119204","060010899",5,0,0,2024-03-29
"119205","060021417",5,0,0,2024-03-29
"119206","060780442",2,0,0,2024-03-29
"119207","060780491",7,0,0,2024-03-29
"119208","060780517",11,0,0,2024-03-29
"119209","060780590",3,0,0,2024-03-29
"119210","060780715",13,0,0,2024-03-29
"119211","060780723",7,0,0,2024-03-29
