"eval_counter";"datetime";"start_id";"objective_value";"best_value";"is_best";"n_rep_obj";"beta_Cancer centre (CLCC)";"beta_General public hospital";"beta_Private for profit hospital";"beta_Private not-for-profit hospital";"beta_Rehabilitation hospital";"beta_University hospital";"inc_sim_Cancer centre (CLCC)";"inc_sim_General public hospital";"inc_sim_Private for profit hospital";"inc_sim_Private not-for-profit hospital";"inc_sim_Rehabilitation hospital";"inc_sim_University hospital";"sse_Cancer centre (CLCC)";"sse_General public hospital";"sse_Private for profit hospital";"sse_Private not-for-profit hospital";"sse_Rehabilitation hospital";"sse_University hospital"
1;"2026-07-07 16:02:06";1;1.73782743297457;1.73782743297457;TRUE;100;0.001;0.001;0.001;0.001;0.001;0.001;0.0473838966765716;0.0454271788415124;0.0460340879285014;0.0452775992731347;0.0438678409969404;0.0460840173949008;0.24381152800839;0.264744392347295;0.346622738358079;0.548702995179861;0.0752861123440133;0.258659666736932
1;"2026-07-07 16:04:34";1;1.73782743297457;1.73782743297457;TRUE;100;0.001;0.001;0.001;0.001;0.001;0.001;0.0473838966765716;0.0454271788415124;0.0460340879285014;0.0452775992731347;0.0438678409969404;0.0460840173949008;0.24381152800839;0.264744392347295;0.346622738358079;0.548702995179861;0.0752861123440133;0.258659666736932
